"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",20,14,10,2,4,5,6,11,6,21,22,6,9,13
"2",16,2,12,19,7,20,18,16,5,16,16,19,10,4
"3",11,8,1,15,22,14,8,18,1,11,19,10,1,17
"4",17,18,11,6,19,19,4,9,17,15,7,18,5,20
"5",7,11,18,3,13,13,10,1,19,10,20,22,8,1
"6",3,21,4,8,9,3,13,21,11,18,11,17,3,7
"7",6,13,9,14,17,21,5,19,13,1,2,5,11,5
"8",10,17,20,5,21,6,20,14,3,12,8,8,16,3
"9",15,10,19,20,14,1,11,20,18,17,12,1,12,22
"10",12,9,22,12,3,16,22,7,15,19,1,9,2,10
"11",13,20,21,13,5,10,2,17,12,4,17,20,18,16
"12",1,1,14,11,20,11,7,13,22,22,15,12,22,9
"13",18,6,5,10,18,2,21,6,14,2,18,16,13,11
"14",8,3,8,4,6,9,17,15,20,5,9,4,6,18
"15",9,12,7,16,15,8,16,2,7,20,3,21,17,19
"16",2,15,13,9,1,22,12,5,2,3,13,11,14,21
"17",19,16,2,18,2,7,9,12,21,9,5,13,15,2
"18",14,5,3,7,8,15,1,3,9,14,10,2,19,6
"19",5,19,6,22,11,18,19,10,16,13,21,7,20,14
"20",22,7,16,1,12,17,14,22,10,8,4,14,21,15
"21",21,22,15,17,16,12,15,4,8,6,14,3,4,8
"22",4,4,17,21,10,4,3,8,4,7,6,15,7,12
