"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",26,10,14,20,3,19,18,10,15,23,5,27,4,2,17,26,9,13,7
"2",13,25,18,3,15,20,26,24,7,11,6,9,5,5,4,11,5,9,18
"3",15,21,23,22,11,26,8,4,21,25,11,5,21,19,3,21,11,20,16
"4",7,16,2,24,20,18,6,6,8,16,9,17,23,9,25,3,2,8,13
"5",10,7,5,9,6,4,3,8,20,17,7,8,7,6,12,9,17,25,23
"6",9,6,27,12,27,17,2,12,17,14,26,10,1,27,14,17,1,12,6
"7",6,23,12,4,4,21,14,13,16,4,22,26,26,25,15,8,8,21,21
"8",18,27,1,13,10,16,16,27,26,15,27,14,18,1,27,18,27,17,15
"9",14,3,7,10,13,27,27,2,5,27,25,21,14,14,18,15,14,2,26
"10",27,19,26,27,1,13,1,21,9,2,15,7,15,11,19,13,15,11,27
"11",19,15,20,17,8,2,23,7,4,8,17,16,8,23,26,19,4,26,17
"12",17,8,19,21,25,3,17,26,14,24,8,12,27,26,16,10,19,3,19
"13",8,20,4,26,19,11,22,14,19,12,14,24,3,22,6,23,24,10,25
"14",5,11,10,7,7,25,10,23,13,7,10,4,9,20,24,25,20,4,11
"15",4,18,25,8,24,12,21,22,22,26,12,23,11,10,23,7,13,23,9
"16",20,2,17,2,18,9,7,17,25,10,3,20,20,16,22,22,6,15,24
"17",23,12,22,16,23,24,11,9,24,6,21,18,10,4,9,5,21,5,20
"18",24,14,6,11,5,10,24,18,23,20,16,6,19,21,8,6,3,7,4
"19",2,1,24,14,2,15,19,11,1,13,2,15,17,18,1,1,26,16,14
"20",16,4,9,23,12,6,9,25,12,5,24,22,6,15,2,4,10,19,8
"21",12,17,21,6,9,5,5,15,6,18,19,25,24,7,7,20,22,6,5
"22",11,5,16,25,16,22,25,16,18,9,18,3,22,8,20,12,23,27,2
"23",25,9,3,5,26,14,20,5,10,3,13,11,25,12,5,24,16,22,10
"24",21,22,15,1,17,7,12,3,11,22,20,1,2,17,21,2,25,14,12
"25",22,24,8,15,21,23,4,20,3,19,4,19,12,24,11,14,18,24,3
"26",1,26,13,19,14,1,15,1,27,1,1,13,13,13,13,16,12,1,1
"27",3,13,11,18,22,8,13,19,2,21,23,2,16,3,10,27,7,18,22
