"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",24,1,3,15,9,16,18,10,2,11,2,7,4,9,14,8
"2",9,21,24,12,2,11,12,7,3,13,24,16,9,10,1,1
"3",10,4,17,17,17,17,16,12,13,23,20,20,6,2,23,22
"4",7,18,4,6,15,9,5,9,4,20,18,3,20,7,17,17
"5",3,11,7,22,20,4,22,19,8,6,14,13,11,5,18,2
"6",16,7,22,8,11,22,7,17,16,17,4,15,22,6,19,3
"7",2,8,2,13,16,19,10,11,24,12,16,24,17,23,4,7
"8",13,19,5,16,10,8,19,16,18,3,5,18,21,8,3,23
"9",19,12,1,11,1,13,1,24,11,15,12,12,10,24,24,24
"10",8,5,14,4,4,6,17,6,6,7,8,21,18,19,21,15
"11",22,14,16,3,18,15,2,2,9,1,13,19,14,3,7,9
"12",15,13,8,21,6,23,23,3,10,22,21,11,23,17,9,10
"13",21,17,12,5,8,7,20,20,21,19,19,22,5,14,16,6
"14",14,10,21,7,13,20,21,18,5,5,17,2,8,20,6,20
"15",5,15,18,18,12,2,4,15,7,21,3,17,2,21,8,11
"16",23,23,23,14,19,1,15,13,14,10,15,6,24,22,20,12
"17",17,6,6,9,23,3,8,4,17,8,23,14,3,15,10,19
"18",18,22,13,24,24,21,9,21,1,14,9,23,16,13,12,18
"19",11,3,10,2,21,10,14,23,12,24,6,5,15,16,2,5
"20",4,16,20,10,22,14,24,1,23,16,1,10,13,12,15,21
"21",20,9,15,23,3,5,11,8,22,18,10,1,12,4,5,16
"22",6,2,19,19,7,12,3,22,20,2,22,8,19,11,13,13
"23",12,20,11,20,14,18,6,5,19,4,7,4,7,18,22,4
"24",1,24,9,1,5,24,13,14,15,9,11,9,1,1,11,14
