"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",14,6,10,21,2,23,26,27,8,20,27,13
"2",5,21,6,27,19,12,10,30,17,30,24,15
"3",30,14,4,15,13,21,4,9,27,16,30,24
"4",18,27,9,13,7,7,6,12,7,23,7,3
"5",17,25,20,8,16,4,24,26,23,10,28,28
"6",3,24,5,11,4,19,16,20,4,3,15,25
"7",16,19,2,30,18,27,22,3,10,11,13,4
"8",28,29,14,20,26,30,8,22,15,7,21,11
"9",1,18,16,22,3,2,1,6,22,17,17,8
"10",8,16,15,2,6,29,21,23,26,26,8,20
"11",19,7,8,9,30,25,14,5,19,24,16,30
"12",22,1,1,5,9,1,12,18,12,12,20,19
"13",29,8,24,10,5,9,27,4,16,8,10,14
"14",10,12,25,7,11,26,3,16,18,4,25,5
"15",11,28,3,19,27,8,30,17,28,18,11,17
"16",15,4,29,12,22,5,7,21,25,28,14,10
"17",27,13,13,24,21,3,23,15,11,27,2,26
"18",24,5,7,17,14,13,19,29,21,1,4,7
"19",23,23,19,6,15,22,29,10,1,29,18,9
"20",26,11,22,29,8,16,17,19,30,22,22,1
"21",4,2,21,18,17,28,9,8,5,21,3,16
"22",2,15,27,14,29,20,25,25,14,13,6,2
"23",20,17,26,23,28,6,15,7,6,2,26,18
"24",21,26,30,26,1,24,13,14,20,14,5,21
"25",12,10,18,28,12,11,5,24,2,9,9,29
"26",9,30,28,16,10,14,20,2,13,25,23,27
"27",6,3,17,25,23,18,28,11,24,5,19,23
"28",13,22,11,4,20,15,11,1,29,6,1,12
"29",25,20,23,3,24,17,2,28,9,19,12,22
"30",7,9,12,1,25,10,18,13,3,15,29,6
