"","V1","V2","V3","V4"
"1",11,8,2,10
"2",9,7,12,8
"3",8,2,3,2
"4",10,12,6,4
"5",1,10,4,7
"6",2,5,11,3
"7",4,6,1,5
"8",7,4,5,12
"9",6,9,8,1
"10",3,1,7,9
"11",5,11,10,11
"12",12,3,9,6
