"","V1","V2","V3","V4","V5","V6"
"1",17,2,8,10,16,13
"2",3,4,16,3,12,8
"3",4,3,4,16,6,11
"4",7,14,5,4,18,9
"5",6,15,18,9,5,14
"6",9,8,1,1,10,15
"7",2,11,12,13,15,17
"8",18,12,11,2,7,4
"9",1,10,7,7,1,5
"10",10,9,17,17,17,6
"11",11,5,10,5,3,18
"12",15,13,6,18,9,16
"13",16,7,15,14,2,10
"14",12,16,2,12,4,7
"15",5,17,9,15,11,3
"16",14,6,3,8,14,2
"17",13,18,14,6,13,12
"18",8,1,13,11,8,1
