"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",19,14,8,15,14,11,4,18,14,20,17,19,10
"2",6,10,10,11,16,1,13,12,20,1,20,9,1
"3",10,20,19,10,15,2,18,9,6,16,2,15,12
"4",17,3,15,7,19,5,7,20,8,11,8,6,5
"5",15,12,1,1,1,6,11,11,2,18,14,11,6
"6",16,8,3,12,18,15,20,6,18,14,11,8,18
"7",3,4,7,4,12,9,14,3,13,19,4,2,9
"8",4,11,14,3,17,10,5,5,3,3,12,17,17
"9",18,17,16,17,5,8,17,4,12,4,13,5,8
"10",7,7,5,13,6,12,19,17,5,5,6,18,4
"11",5,6,17,16,4,7,6,13,17,17,7,12,19
"12",1,18,2,18,20,20,8,10,11,9,9,13,7
"13",2,16,12,8,3,16,15,19,9,13,18,7,16
"14",9,19,4,5,9,4,1,16,16,6,10,4,14
"15",8,9,18,14,10,17,2,7,4,15,16,3,3
"16",13,15,13,6,7,14,9,2,19,12,5,20,2
"17",14,13,11,20,13,13,12,14,1,8,3,1,20
"18",11,2,6,19,8,3,10,1,7,10,19,16,15
"19",12,1,20,2,11,19,16,15,15,7,15,14,11
"20",20,5,9,9,2,18,3,8,10,2,1,10,13
