"","V1","V2","V3","V4","V5","V6"
"1",8,2,9,7,9,2
"2",7,11,4,9,10,7
"3",9,8,11,1,5,6
"4",10,4,2,5,8,10
"5",1,3,3,8,4,5
"6",6,1,5,3,1,8
"7",11,7,6,10,2,3
"8",5,9,1,4,6,1
"9",4,5,10,11,7,9
"10",3,10,8,6,3,11
"11",2,6,7,2,11,4
