"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,1,4,3,2,1,2,2,1,4,3,1
"2",4,2,4,1,1,2,3,4,1,1,2,4
"3",3,3,4,1,4,4,3,2,3,3,3,1
"4",3,1,3,4,1,1,4,2,3,2,1,3
"5",2,2,1,4,1,4,3,4,3,4,4,2
"6",2,3,1,1,4,1,2,1,1,2,4,3
"7",1,2,2,2,4,3,3,2,2,4,1,4
"8",1,4,3,2,1,3,1,1,3,1,4,2
"9",3,3,1,3,1,3,1,3,1,3,1,1
"10",4,3,3,3,3,2,4,1,4,4,4,4
"11",2,2,4,4,3,2,1,1,2,3,2,2
"12",2,1,2,1,2,2,1,3,4,3,3,4
"13",1,4,2,4,4,2,4,4,4,2,2,1
"14",2,4,3,2,2,4,4,3,1,3,2,3
"15",4,1,3,3,4,4,1,4,2,2,3,3
"16",1,3,4,3,3,4,2,3,4,1,1,3
"17",3,4,1,4,2,3,2,2,2,1,3,4
"18",3,2,2,2,3,1,4,3,2,1,4,1
"19",4,4,2,1,3,1,2,4,3,4,1,2
"20",4,1,1,2,2,3,3,1,4,2,2,2
