"","V1","V2","V3","V4"
"1",5,2,1,2
"2",3,2,3,1
"3",1,1,4,4
"4",4,1,4,3
"5",4,1,3,2
"6",1,4,1,3
"7",4,2,2,3
"8",2,4,2,1
"9",2,2,2,4
"10",1,3,5,3
"11",1,2,1,1
"12",3,3,1,1
"13",5,4,4,3
"14",2,4,3,5
"15",4,5,2,4
"16",5,3,2,4
"17",1,3,2,3
"18",4,3,4,5
"19",2,3,4,2
"20",1,4,3,4
"21",3,2,5,4
"22",3,1,3,3
"23",3,3,1,4
"24",5,2,4,4
"25",1,2,4,5
"26",2,5,1,2
"27",1,1,2,2
"28",3,4,5,2
"29",3,5,5,3
"30",4,4,1,2
"31",2,3,3,5
"32",3,5,1,3
"33",2,5,5,4
"34",4,4,5,5
"35",5,1,5,5
"36",4,1,1,4
"37",2,1,1,5
"38",1,4,5,2
"39",5,4,1,5
"40",4,2,5,1
"41",5,3,3,3
"42",2,1,3,3
"43",1,5,4,1
"44",2,1,5,1
"45",3,2,2,5
"46",4,4,3,1
"47",5,5,4,1
"48",5,5,3,4
"49",1,5,2,5
"50",3,3,3,1
"51",2,2,4,2
"52",3,5,4,5
"53",5,1,2,1
"54",4,5,2,2
"55",5,3,5,2
