"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,5,4,2,3,5,1,4,1,4
"2",5,5,5,5,3,3,4,4,3,5
"3",5,2,3,5,1,1,1,3,1,4
"4",4,4,4,4,5,2,3,3,2,5
"5",1,5,1,5,5,3,2,3,1,3
"6",1,4,5,3,3,2,5,4,5,2
"7",5,3,2,4,5,5,5,2,3,3
"8",1,2,3,2,2,2,1,5,2,2
"9",3,2,5,5,4,5,4,3,4,2
"10",2,4,3,5,1,2,4,1,3,1
"11",2,2,4,4,2,4,5,1,1,5
"12",4,5,3,3,1,2,2,5,4,1
"13",5,1,3,3,4,4,2,4,5,5
"14",3,5,3,3,5,5,4,1,5,4
"15",3,1,5,2,3,1,2,5,3,5
"16",2,5,1,2,2,4,5,3,4,1
"17",4,2,1,2,5,2,4,5,4,4
"18",5,3,5,3,2,1,3,1,4,4
"19",2,4,4,1,2,1,2,3,5,4
"20",1,1,4,3,1,5,3,3,3,1
"21",4,1,1,5,2,5,2,4,3,2
"22",4,5,2,3,1,1,5,4,2,3
"23",3,1,5,3,5,2,1,2,1,3
"24",3,3,1,2,1,4,1,1,3,5
"25",3,3,2,5,1,3,5,5,5,4
"26",4,4,4,5,3,4,1,2,5,1
"27",3,3,1,1,2,2,3,2,1,1
"28",4,1,4,2,1,3,4,2,5,3
"29",1,1,1,4,3,1,4,1,4,3
"30",1,2,5,2,5,3,5,2,3,4
"31",5,4,2,4,2,4,4,5,1,2
"32",2,2,2,1,3,5,2,1,5,2
"33",4,3,5,1,4,4,4,4,1,1
"34",4,5,2,3,4,1,1,2,3,2
"35",2,2,5,4,1,4,1,4,4,3
"36",1,5,4,1,5,4,3,5,4,3
"37",2,4,2,1,4,1,4,2,2,5
"38",5,3,4,2,5,3,2,1,4,1
"39",3,1,4,4,4,3,5,5,2,1
"40",1,3,3,5,4,2,1,2,4,5
"41",2,3,4,5,3,1,3,5,1,3
"42",4,1,2,5,4,4,3,1,2,4
"43",1,3,1,3,3,5,4,5,2,5
"44",4,2,3,1,2,5,5,3,4,5
"45",5,4,1,1,4,3,1,4,5,3
"46",1,5,5,4,2,3,2,1,2,2
"47",1,1,2,1,1,3,3,4,1,4
"48",2,2,2,4,5,1,3,4,5,1
"49",5,4,5,1,1,5,3,2,2,3
"50",2,3,2,2,5,4,1,3,2,2
"51",3,4,3,2,4,2,5,1,1,2
"52",5,1,3,1,3,1,5,3,3,2
"53",2,4,3,4,4,5,2,5,3,4
"54",3,5,1,4,2,2,3,3,5,5
"55",5,2,1,3,3,3,2,2,2,1
