"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,1,4,3,2,1,1
"2",5,5,2,5,4,1,3,2
"3",2,1,4,1,1,3,5,3
"4",5,3,1,4,3,4,2,3
"5",1,5,4,3,4,2,5,5
"6",3,5,2,5,1,2,2,4
"7",3,4,2,3,1,5,5,1
"8",5,1,2,2,1,3,1,2
"9",4,4,3,3,4,5,1,2
"10",1,5,3,2,1,4,3,4
"11",4,2,1,4,2,5,3,4
"12",2,5,1,3,5,3,3,1
"13",1,2,5,1,5,3,2,4
"14",3,4,5,4,5,1,5,3
"15",1,4,1,5,4,3,1,3
"16",4,3,2,5,5,4,5,4
"17",2,5,2,2,2,1,4,3
"18",4,2,3,1,3,1,5,1
"19",2,2,3,3,5,1,2,2
"20",4,3,5,1,1,2,3,5
"21",3,3,3,3,3,3,3,3
"22",2,3,2,1,4,1,1,4
"23",4,1,1,3,1,1,4,3
"24",4,5,4,1,5,4,1,3
"25",2,2,5,5,1,5,1,3
"26",5,4,4,2,5,2,4,1
"27",3,4,1,2,4,5,2,5
"28",1,4,1,1,2,2,2,2
"29",5,2,3,4,5,2,1,5
"30",1,2,2,4,5,5,4,2
"31",3,1,3,2,2,4,5,5
"32",3,2,4,3,1,2,3,2
"33",4,5,5,4,2,4,4,2
"34",2,4,4,1,3,4,4,4
"35",2,2,1,2,4,4,4,1
"36",5,3,3,1,2,5,2,1
"37",1,1,2,3,2,4,1,5
"38",5,4,3,4,1,3,4,5
"39",1,3,4,4,1,1,2,1
"40",4,3,2,2,4,2,4,3
"41",3,1,2,1,5,5,3,3
"42",3,3,5,5,5,3,3,5
"43",1,3,5,2,3,5,5,2
"44",5,1,5,3,4,5,4,4
"45",5,5,1,1,3,3,5,4
"46",4,1,4,5,4,4,2,1
"47",5,2,4,5,2,3,5,2
"48",2,3,1,5,2,2,5,5
"49",1,4,3,5,2,4,3,1
"50",5,4,5,3,2,1,1,4
"51",2,1,5,4,4,2,3,2
"52",4,2,4,2,3,1,2,5
"53",3,5,5,2,3,3,1,1
"54",2,5,4,4,3,5,2,5
"55",1,1,3,5,3,1,4,4
