"","V1","V2","V3","V4","V5"
"1",1,3,2,5,2
"2",2,1,1,5,3
"3",4,4,5,1,4
"4",3,5,1,1,2
"5",3,1,5,5,2
"6",5,5,5,2,1
"7",2,4,2,1,1
"8",5,4,4,5,5
"9",1,4,1,2,5
"10",5,1,4,4,3
"11",1,2,1,3,3
"12",3,5,5,3,5
"13",1,3,3,5,5
"14",4,1,2,2,2
"15",5,4,3,1,3
"16",4,1,2,4,5
"17",2,2,5,4,1
"18",5,2,1,1,5
"19",3,4,2,4,3
"20",1,1,2,1,4
"21",2,3,1,4,4
"22",4,4,2,2,3
"23",5,2,2,5,1
"24",5,1,3,3,2
"25",4,3,1,3,1
"26",1,2,4,3,4
"27",2,4,4,3,1
"28",2,5,2,4,5
"29",5,3,2,2,4
"30",2,1,5,2,5
"31",3,1,1,3,4
"32",5,5,3,3,3
"33",1,5,4,1,3
"34",5,2,5,3,4
"35",4,5,4,4,2
"36",3,5,3,5,1
"37",3,2,1,2,1
"38",3,3,3,3,3
"39",4,2,3,5,4
"40",1,4,5,4,4
"41",4,5,1,5,4
"42",3,3,5,1,2
"43",3,3,3,1,5
"44",3,2,4,4,5
"45",4,3,4,2,5
"46",4,1,4,1,1
"47",2,2,4,1,3
"48",2,4,4,5,2
"49",2,2,3,2,2
"50",1,5,2,3,1
"51",5,4,1,4,2
"52",4,3,5,5,3
"53",2,5,3,2,4
"54",1,1,3,4,1
"55",1,3,5,2,2
