"","V1","V2","V3","V4","V5","V6"
"1",2,5,5,2,4,5
"2",4,1,5,4,3,2
"3",2,4,2,4,1,3
"4",4,4,4,4,4,4
"5",2,2,4,4,1,1
"6",4,3,1,3,1,2
"7",1,5,3,5,1,5
"8",5,4,5,3,5,1
"9",2,1,3,1,1,2
"10",4,2,4,2,5,2
"11",3,1,3,5,5,1
"12",2,5,4,1,3,1
"13",1,1,3,2,2,4
"14",1,2,1,5,2,2
"15",5,2,2,5,4,4
"16",4,4,3,1,5,4
"17",5,3,5,1,2,4
"18",1,5,2,4,4,1
"19",4,5,2,5,3,2
"20",2,3,5,5,4,2
"21",5,1,4,1,4,5
"22",4,3,5,5,3,5
"23",3,2,3,3,3,5
"24",1,4,5,3,1,4
"25",3,4,4,1,3,3
"26",3,5,4,5,5,3
"27",1,2,4,3,4,3
"28",3,1,1,4,1,4
"29",1,3,1,1,2,5
"30",5,4,3,4,2,5
"31",1,3,2,3,3,3
"32",5,3,1,4,5,3
"33",2,1,1,2,4,3
"34",2,1,2,4,5,5
"35",4,2,1,1,4,1
"36",5,5,4,2,1,2
"37",3,5,5,4,2,2
"38",5,3,3,5,1,1
"39",3,5,1,3,5,5
"40",2,3,4,3,2,5
"41",2,4,1,5,3,4
"42",5,2,3,3,3,3
"43",2,3,3,2,5,2
"44",3,4,3,3,4,1
"45",1,2,5,4,5,4
"46",5,5,1,2,3,4
"47",4,2,2,2,1,5
"48",1,1,5,2,3,1
"49",5,1,2,3,2,1
"50",1,4,2,1,5,2
"51",3,3,2,2,4,4
"52",3,2,5,1,1,3
"53",4,5,2,1,2,3
"54",3,4,1,2,2,1
"55",4,1,4,5,2,3
