"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,5,2,5,4,5,4,4,3,1,1
"2",4,1,4,3,1,4,1,2,4,1,3
"3",3,1,1,5,1,3,4,3,5,1,4
"4",2,1,3,4,5,4,1,4,2,5,3
"5",4,5,4,5,5,3,2,1,2,2,4
"6",5,5,4,3,3,1,4,4,5,4,4
"7",3,1,1,2,2,3,3,5,4,5,1
"8",1,2,2,4,4,1,3,2,5,2,2
"9",5,4,3,4,2,5,4,4,4,2,5
"10",5,3,2,3,1,3,1,5,1,2,2
"11",3,3,2,5,3,5,1,2,4,3,4
"12",4,4,1,4,2,1,5,3,2,3,1
"13",5,2,1,4,4,3,1,2,3,4,5
"14",4,2,3,4,4,2,3,1,1,1,5
"15",3,5,5,3,1,5,3,2,1,4,3
"16",2,2,1,1,4,3,2,3,1,4,1
"17",1,1,1,3,3,2,4,5,2,2,5
"18",5,3,5,5,3,1,3,5,3,5,3
"19",1,1,4,1,4,5,5,3,3,2,4
"20",5,1,2,3,2,4,4,1,1,3,3
"21",1,3,3,1,5,1,4,2,1,3,3
"22",1,2,5,3,3,3,2,1,4,5,4
"23",5,3,1,3,5,2,5,2,3,1,1
"24",4,3,5,1,2,5,1,3,3,4,5
"25",4,5,2,5,1,2,2,3,4,5,2
"26",3,4,4,2,4,1,1,1,2,5,1
"27",2,2,3,2,1,1,5,4,4,3,3
"28",3,2,4,5,3,2,1,5,5,2,1
"29",4,1,2,1,3,1,2,4,3,1,2
"30",5,5,3,1,3,4,2,2,5,3,1
"31",3,1,3,2,5,1,2,3,5,4,5
"32",1,4,4,5,3,3,4,3,1,5,2
"33",2,4,5,4,2,1,1,3,1,1,4
"34",5,4,5,2,4,2,3,4,4,1,3
"35",3,4,5,4,4,3,5,1,5,3,5
"36",2,1,4,5,2,2,5,1,3,4,2
"37",5,2,4,1,1,2,4,2,2,5,4
"38",1,5,1,3,5,4,1,3,4,2,3
"39",3,5,3,1,2,3,5,5,2,1,3
"40",1,3,3,2,2,5,2,1,2,1,2
"41",2,3,5,2,1,3,4,2,5,2,1
"42",3,5,1,2,1,1,3,1,3,2,5
"43",2,5,2,2,3,4,5,2,2,5,5
"44",2,3,1,4,2,5,3,1,5,5,3
"45",2,3,4,1,5,4,3,5,4,1,5
"46",1,4,2,1,2,2,1,4,5,4,4
"47",1,4,3,4,1,4,3,5,3,4,1
"48",4,2,5,2,3,4,5,4,1,2,2
"49",1,2,4,5,1,4,2,4,2,3,5
"50",3,3,2,5,5,2,5,4,1,4,4
"51",4,4,1,2,4,5,2,5,1,3,4
"52",4,2,3,3,4,5,5,5,5,5,2
"53",2,5,5,3,5,2,2,5,3,3,2
"54",4,4,2,1,5,4,4,1,4,4,2
"55",5,1,5,4,5,5,3,3,2,3,1
