"","V1","V2","V3","V4","V5","V6","V7"
"1",3,1,1,3,1,4,4
"2",1,1,5,5,1,3,3
"3",2,3,3,2,1,5,3
"4",2,1,3,3,4,2,5
"5",1,5,4,1,4,3,3
"6",4,5,1,2,3,2,2
"7",1,4,2,2,2,3,5
"8",2,2,5,2,3,1,5
"9",5,2,5,3,5,4,3
"10",5,4,2,3,4,1,1
"11",3,5,2,2,5,5,1
"12",1,3,1,4,4,4,1
"13",2,4,3,5,2,1,1
"14",2,4,1,3,3,5,3
"15",3,4,5,3,3,3,3
"16",5,5,5,2,2,2,2
"17",3,3,3,2,4,4,4
"18",2,1,5,1,4,5,2
"19",1,3,2,1,1,2,4
"20",4,5,2,5,2,4,3
"21",4,1,4,4,2,2,4
"22",2,5,5,4,5,2,1
"23",1,2,4,3,2,2,1
"24",3,2,2,5,2,5,5
"25",4,2,2,4,1,1,2
"26",4,4,5,1,1,4,1
"27",3,2,1,5,5,2,2
"28",5,3,4,1,5,2,4
"29",3,4,1,1,5,1,3
"30",5,1,4,5,3,5,1
"31",2,5,3,4,1,4,2
"32",2,4,4,5,5,4,5
"33",2,1,2,4,4,1,3
"34",5,5,3,5,4,3,4
"35",5,3,2,4,3,3,3
"36",1,5,1,5,3,1,4
"37",3,2,3,1,3,2,1
"38",1,4,5,3,2,5,4
"39",4,4,4,4,4,5,2
"40",1,2,3,4,5,5,4
"41",2,2,1,1,2,3,1
"42",5,2,2,1,4,4,5
"43",3,3,4,5,1,3,2
"44",4,5,3,1,3,5,5
"45",1,3,4,2,5,1,2
"46",3,5,4,3,1,1,5
"47",4,1,3,3,5,3,1
"48",5,1,3,1,2,1,3
"49",5,4,1,4,1,2,5
"50",1,1,2,2,3,4,2
"51",4,2,4,2,1,4,4
"52",4,3,5,5,4,1,4
"53",4,1,1,2,5,3,5
"54",5,3,1,3,2,5,2
"55",3,3,5,4,3,3,5
