"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",13,4,18,5,3,15,10,2,13,13,8
"2",19,7,15,2,16,10,2,15,14,4,15
"3",10,16,12,4,13,9,5,8,8,17,3
"4",9,11,2,6,2,5,8,17,7,3,11
"5",15,18,7,16,4,14,7,9,11,6,18
"6",1,19,14,13,1,6,19,16,12,15,1
"7",8,12,4,9,19,16,1,1,1,14,19
"8",6,17,10,3,9,19,13,19,19,11,14
"9",17,10,16,8,6,2,14,10,4,16,17
"10",7,13,19,17,8,1,3,6,17,1,6
"11",16,3,9,15,10,7,4,18,2,12,7
"12",11,2,13,12,11,17,18,7,6,2,13
"13",3,8,8,1,5,11,16,5,3,5,4
"14",14,9,1,19,15,18,15,14,10,19,5
"15",5,14,17,14,17,13,11,13,5,8,9
"16",12,1,6,7,18,3,12,11,18,7,2
"17",18,15,3,10,12,8,17,4,15,9,10
"18",2,6,11,18,14,4,9,3,9,10,16
"19",4,5,5,11,7,12,6,12,16,18,12
