"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",7,3,2,8,6,18,6,17,11
"2",19,19,7,1,10,2,9,19,1
"3",15,11,12,4,12,15,12,15,9
"4",14,1,15,16,1,9,13,18,14
"5",10,4,17,2,16,1,18,6,10
"6",2,6,4,5,18,8,11,12,18
"7",1,9,16,14,4,17,10,7,2
"8",18,8,18,7,9,11,5,4,16
"9",8,10,6,15,11,5,8,5,12
"10",13,14,1,6,3,6,14,3,5
"11",6,13,13,10,7,3,16,14,17
"12",12,12,11,19,19,19,4,1,19
"13",3,15,19,17,14,7,2,16,8
"14",5,16,8,3,2,13,1,8,13
"15",17,17,3,13,15,16,17,9,15
"16",4,2,9,11,13,14,15,2,6
"17",9,18,14,9,17,10,7,11,4
"18",16,5,10,12,5,4,3,10,7
"19",11,7,5,18,8,12,19,13,3
