"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",19,12,12,4,18,18,7,11,9,13,18,5,19,15,1,15,10
"2",7,17,13,18,16,12,3,5,5,6,6,6,10,18,9,3,14
"3",5,18,3,8,8,2,6,15,14,11,11,4,6,12,7,19,17
"4",18,7,19,19,11,13,8,9,17,3,10,18,3,10,2,8,18
"5",6,9,6,17,15,6,12,16,16,12,3,8,17,3,3,7,6
"6",10,1,10,10,19,1,1,1,10,1,14,11,1,1,6,10,2
"7",17,6,9,13,4,5,5,14,7,5,15,2,14,6,15,5,12
"8",11,16,8,2,9,9,2,7,18,18,9,16,16,2,17,14,13
"9",16,15,16,12,6,8,11,2,3,17,5,3,7,8,4,13,5
"10",12,13,2,11,2,11,13,19,8,2,1,14,18,17,10,12,19
"11",13,2,15,3,7,16,4,17,13,15,2,12,9,11,11,4,7
"12",15,19,4,14,10,19,14,3,19,9,17,10,11,14,16,6,3
"13",2,5,11,7,1,10,19,6,15,10,4,1,2,16,18,9,9
"14",4,8,14,15,5,14,17,4,12,14,16,13,13,5,8,17,16
"15",9,10,17,1,13,3,18,18,1,7,19,9,8,9,19,11,15
"16",8,14,7,5,3,17,15,12,4,8,12,17,4,4,5,2,8
"17",1,11,18,9,14,7,10,13,11,19,13,19,12,19,14,1,1
"18",3,3,1,6,12,15,9,8,2,4,8,7,15,7,12,16,4
"19",14,4,5,16,17,4,16,10,6,16,7,15,5,13,13,18,11
