"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",16,2,13,6,15,11,13,13,12,9,1,18,16,6
"2",3,11,16,14,2,4,14,14,5,10,18,9,1,7
"3",18,9,1,3,14,1,16,10,6,18,10,2,6,10
"4",7,12,8,5,8,15,5,15,8,17,7,16,2,3
"5",2,13,11,8,18,19,10,3,17,8,4,4,4,11
"6",9,5,17,7,5,5,3,4,14,16,9,6,15,8
"7",4,15,5,4,16,6,4,9,10,5,17,11,17,14
"8",11,10,15,17,13,3,6,5,7,1,3,17,8,15
"9",6,1,4,1,1,10,11,1,3,14,2,10,9,19
"10",1,7,18,2,7,13,18,18,16,3,12,15,10,13
"11",19,17,19,10,19,14,1,6,4,11,11,12,11,1
"12",8,6,7,15,12,17,17,7,2,4,8,7,18,5
"13",10,18,3,12,9,7,15,2,15,7,14,19,7,4
"14",12,8,9,19,17,8,9,19,18,19,19,8,12,2
"15",15,16,2,13,3,12,8,17,9,2,5,5,13,9
"16",17,4,6,16,4,18,7,8,13,12,16,14,5,12
"17",5,19,14,18,11,16,12,12,11,15,13,1,14,16
"18",13,3,12,9,10,9,2,16,1,6,15,3,3,17
"19",14,14,10,11,6,2,19,11,19,13,6,13,19,18
