"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",10,11,2,3,6,18,11,6,11,17,15,18
"2",12,6,7,12,14,10,16,7,7,5,8,16
"3",17,18,9,16,10,7,14,9,12,18,1,3
"4",7,17,14,13,9,17,3,5,6,12,7,8
"5",1,1,10,11,12,1,2,17,8,19,16,19
"6",14,16,13,9,5,5,10,12,4,4,17,12
"7",9,13,3,19,19,3,7,1,2,2,10,2
"8",8,4,4,14,8,4,12,15,16,11,12,9
"9",16,3,18,4,16,2,9,4,10,10,3,11
"10",18,7,8,18,3,14,1,3,14,7,18,10
"11",2,14,11,6,1,6,17,2,17,13,9,14
"12",5,19,6,2,13,15,8,14,15,3,4,13
"13",19,15,1,8,15,16,18,18,9,9,13,6
"14",11,2,17,10,4,19,19,11,19,1,6,1
"15",15,12,15,15,17,12,5,13,18,16,11,15
"16",13,8,5,5,2,9,4,16,5,15,5,5
"17",4,9,16,7,11,8,6,8,13,6,14,4
"18",6,5,12,1,18,13,15,10,1,14,19,7
"19",3,10,19,17,7,11,13,19,3,8,2,17
