"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",7,2,12,1,3,19,6,10,10,5,19,5,2,12,7
"2",18,18,10,3,17,11,18,13,17,1,16,9,11,14,17
"3",8,19,16,2,8,14,10,19,2,12,10,18,17,19,10
"4",12,11,14,12,18,3,2,12,4,7,7,6,15,16,4
"5",6,12,11,5,4,5,3,14,16,14,6,15,8,6,15
"6",3,7,9,18,19,12,7,5,1,2,1,14,10,1,9
"7",9,4,2,7,14,6,8,17,13,3,13,11,18,4,2
"8",19,5,6,11,2,9,14,15,9,11,2,19,7,17,1
"9",14,6,7,16,10,18,4,18,3,15,14,7,9,9,18
"10",2,9,1,10,11,10,1,9,19,19,12,1,1,18,11
"11",16,15,3,9,7,17,5,4,12,6,4,13,16,13,13
"12",13,1,13,13,5,15,17,8,18,17,9,12,13,3,5
"13",4,14,4,4,16,16,15,6,6,13,8,8,5,8,3
"14",1,10,19,19,1,1,19,1,11,10,11,10,19,10,19
"15",10,16,8,15,13,2,9,2,14,16,18,16,6,15,6
"16",11,3,17,6,15,8,11,3,8,18,3,2,12,11,16
"17",17,13,18,17,12,13,12,16,15,8,5,4,3,5,8
"18",15,8,15,8,9,4,16,7,5,4,15,17,4,7,12
"19",5,17,5,14,6,7,13,11,7,9,17,3,14,2,14
