"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",14,3,3,8,11,6,8,6,3,14,13,14,17
"2",12,13,16,11,6,14,16,5,10,15,4,13,2
"3",11,16,8,1,4,7,6,17,8,16,12,6,6
"4",2,17,6,12,7,15,5,8,2,3,7,18,8
"5",9,15,2,2,17,11,9,4,17,5,3,10,12
"6",4,7,7,7,18,2,2,15,11,12,2,15,1
"7",19,18,10,5,10,1,14,1,13,19,18,19,11
"8",1,6,18,3,5,10,11,12,9,1,19,11,18
"9",15,10,1,19,3,18,10,14,18,10,16,17,3
"10",8,14,14,17,13,4,12,13,7,8,9,16,13
"11",16,1,15,14,15,13,4,18,12,4,14,12,10
"12",18,11,11,16,1,9,1,2,4,9,1,7,16
"13",13,8,5,13,8,5,15,16,14,2,5,3,15
"14",17,4,9,4,14,17,13,10,6,7,6,5,4
"15",6,2,12,9,2,3,18,7,19,6,11,9,7
"16",7,12,13,6,9,16,3,9,15,13,15,4,14
"17",3,5,17,18,12,8,7,3,16,18,8,2,5
"18",10,19,19,10,19,19,19,19,1,11,10,1,19
"19",5,9,4,15,16,12,17,11,5,17,17,8,9
