"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,10,10,19,8,12,19,19,19,14,10,16,19,1,5,9
"2",5,11,17,12,3,18,5,13,13,9,5,7,8,2,17,4
"3",19,16,3,11,5,9,13,8,14,18,14,6,15,9,1,3
"4",10,1,1,14,19,19,10,12,11,19,8,19,10,19,6,18
"5",9,5,16,8,2,3,14,3,16,8,15,14,12,6,8,16
"6",15,13,9,13,13,17,16,6,4,16,18,13,6,4,15,14
"7",17,12,12,4,4,5,6,14,6,15,4,17,16,12,11,15
"8",1,6,19,1,10,11,1,11,3,12,19,8,9,11,2,19
"9",6,2,6,10,17,4,17,10,1,10,2,1,17,8,18,11
"10",8,17,15,17,9,13,11,4,7,3,9,5,18,13,16,17
"11",7,14,18,6,12,1,15,17,9,17,12,3,3,16,9,7
"12",12,18,5,7,1,14,9,18,2,6,7,9,2,7,4,12
"13",11,19,13,15,18,7,2,1,18,13,1,10,4,10,10,1
"14",16,4,11,16,14,6,7,15,5,4,13,4,11,3,7,5
"15",13,9,2,18,7,2,3,9,10,7,16,15,1,14,19,8
"16",3,7,4,3,11,8,12,5,8,1,6,18,5,5,12,2
"17",4,15,7,9,16,10,4,16,15,2,17,12,13,18,13,13
"18",18,3,8,2,6,15,8,2,17,11,11,2,7,17,14,10
"19",14,8,14,5,15,16,18,7,12,5,3,11,14,15,3,6
