"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,3,1,2,3,2,2,1,1,1,2,1,2,1,2,1,3
"2",3,3,3,1,2,2,3,3,3,1,3,2,1,2,2,3,3
"3",2,1,3,1,3,3,1,3,2,1,3,3,2,2,3,1,2
"4",3,1,3,2,1,3,3,1,2,3,1,1,3,2,2,2,3
"5",2,3,1,3,3,1,3,1,3,3,1,2,2,2,3,2,2
"6",2,2,3,2,3,1,2,2,1,3,3,1,1,2,1,3,2
"7",1,3,2,1,3,3,2,2,1,2,2,2,3,3,3,3,3
"8",3,1,2,2,3,1,2,1,3,2,1,3,1,3,2,3,1
"9",3,3,1,1,2,2,1,2,2,3,1,3,3,1,2,3,2
"10",3,3,2,3,2,1,1,3,1,1,3,1,3,2,1,2,2
"11",3,1,2,3,2,3,3,2,3,2,3,1,1,1,3,1,2
"12",2,1,1,2,1,1,1,2,1,2,3,2,3,3,2,1,3
"13",3,2,2,1,2,3,3,1,1,3,3,2,2,3,1,2,1
"14",1,2,3,1,1,1,3,2,1,1,2,1,2,1,2,3,1
"15",1,1,2,2,2,1,1,3,3,3,2,2,2,1,1,3,3
"16",1,2,3,2,2,1,2,1,2,3,3,3,3,1,3,1,1
"17",1,2,1,3,1,2,1,1,2,2,3,1,2,3,3,3,2
"18",1,2,1,1,3,2,2,3,3,2,1,1,3,2,1,1,1
"19",1,3,3,2,1,3,2,2,3,1,1,2,2,3,1,1,2
"20",2,2,2,2,2,2,3,3,1,1,1,3,3,3,3,3,2
"21",2,2,2,1,3,2,1,1,2,1,1,2,1,1,1,1,3
"22",1,1,1,1,2,1,2,2,2,1,1,1,1,3,3,2,3
"23",2,2,2,3,1,3,2,3,3,3,3,3,2,1,2,3,3
"24",2,3,2,1,1,2,1,3,2,3,2,1,1,3,3,1,1
"25",1,3,1,2,3,3,3,3,2,2,3,2,1,1,2,2,1
"26",2,3,2,1,1,1,3,1,3,2,2,3,3,1,1,2,2
"27",1,3,3,3,2,3,1,1,1,2,1,3,1,2,2,2,3
"28",2,1,1,3,2,3,2,1,2,1,2,2,3,2,1,3,1
"29",2,1,3,3,3,2,1,2,3,3,2,1,3,3,2,2,1
"30",3,2,3,3,3,1,3,3,2,2,2,3,2,3,1,1,3
"31",1,1,1,3,1,2,3,2,1,3,2,3,1,2,1,1,2
"32",3,1,3,3,1,2,2,3,1,2,1,2,2,1,3,2,1
"33",3,2,1,2,1,3,1,2,3,1,2,3,1,2,3,2,1
