"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,3,3,3,3,2,2,1,1,1,2,3
"2",3,3,1,1,3,3,3,1,2,3,2,2
"3",1,1,1,3,2,3,1,1,2,2,1,3
"4",3,2,3,1,3,1,2,2,1,1,2,1
"5",2,2,3,2,1,1,3,1,3,2,3,3
"6",3,2,2,3,1,2,1,3,3,3,3,1
"7",1,3,2,1,3,2,3,2,3,2,1,3
"8",2,3,1,3,2,3,2,2,3,2,3,1
"9",3,2,1,3,1,2,2,1,1,2,1,2
"10",1,2,2,1,1,1,2,3,2,2,1,1
"11",2,2,3,3,3,2,3,3,2,3,1,2
"12",1,2,3,2,3,3,1,2,3,3,2,1
"13",2,2,1,1,2,2,1,3,1,3,2,3
"14",1,1,3,2,2,2,3,3,1,2,3,1
"15",3,3,3,1,1,2,1,2,2,2,3,2
"16",2,1,3,3,2,1,1,2,3,1,1,2
"17",3,1,1,2,3,2,1,1,2,1,3,3
"18",3,2,2,2,2,3,3,2,1,1,1,3
"19",2,1,2,3,3,1,2,2,2,3,3,3
"20",3,3,2,3,2,1,1,3,2,2,2,3
"21",2,1,1,1,1,2,3,2,2,1,2,1
"22",1,3,1,2,1,1,2,2,1,3,3,2
"23",1,1,2,3,1,3,3,2,1,3,2,2
"24",2,3,1,2,3,3,1,3,1,1,1,1
"25",2,3,3,2,1,3,2,3,2,1,1,3
"26",2,1,2,1,3,3,1,1,1,2,3,2
"27",3,1,3,1,1,3,2,3,3,3,2,3
"28",1,3,2,2,1,1,1,1,3,1,2,2
"29",3,1,1,2,3,1,3,3,3,2,2,2
"30",1,2,1,3,2,1,3,1,2,1,3,1
"31",1,2,2,1,2,3,2,3,3,1,3,2
"32",2,3,3,1,2,1,3,1,1,3,1,1
"33",3,1,2,2,2,2,2,1,3,3,1,1
