"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,1,1,3,2,1,2,3
"2",2,3,1,2,2,3,3,1,3
"3",2,1,2,1,2,3,1,1,2
"4",3,1,2,2,1,3,3,3,3
"5",2,1,3,3,2,2,1,3,1
"6",2,2,3,2,1,2,3,3,1
"7",3,2,3,1,3,2,3,1,3
"8",2,2,1,1,1,3,2,2,1
"9",3,2,2,3,2,3,3,2,2
"10",2,2,3,3,3,3,2,3,2
"11",3,3,3,3,1,3,2,1,1
"12",3,2,2,1,3,1,1,3,2
"13",1,3,1,1,2,1,3,1,1
"14",1,2,3,1,2,3,1,3,3
"15",1,3,3,1,1,2,3,2,2
"16",1,2,2,2,3,2,2,1,1
"17",3,3,1,2,2,2,2,3,2
"18",3,2,1,3,2,2,1,1,1
"19",3,3,3,3,1,2,1,2,3
"20",2,3,3,2,3,1,1,1,2
"21",1,3,2,2,1,3,1,3,1
"22",1,2,1,2,1,1,1,2,2
"23",3,1,1,2,3,1,2,1,3
"24",2,1,1,3,1,1,3,3,2
"25",1,3,2,3,2,1,2,3,3
"26",1,1,3,2,2,1,3,2,3
"27",1,1,2,3,1,2,2,1,2
"28",1,1,1,1,3,2,3,3,2
"29",1,1,1,3,3,3,2,2,3
"30",2,3,2,3,3,1,3,2,1
"31",3,1,2,2,3,3,1,2,1
"32",3,1,3,1,2,1,2,2,1
"33",2,2,2,1,1,1,2,1,3
