"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,2,2,3,3,2,2,2,1,3,1
"2",3,1,2,3,1,3,1,2,3,1,2
"3",2,1,3,2,3,2,1,3,1,1,1
"4",3,2,2,1,3,3,2,3,3,2,1
"5",2,3,3,2,3,3,3,2,3,3,2
"6",1,1,1,1,1,3,3,2,1,2,1
"7",2,1,2,3,1,1,3,1,3,2,1
"8",2,3,1,3,3,1,1,3,2,2,2
"9",2,2,3,1,1,1,2,3,2,1,1
"10",3,1,3,2,2,1,1,1,2,3,1
"11",3,3,1,2,1,2,3,2,2,1,1
"12",2,1,2,2,2,1,3,3,1,3,3
"13",3,2,2,1,3,1,3,2,1,1,3
"14",3,3,2,3,3,3,2,1,2,3,3
"15",1,3,2,2,2,1,2,3,3,1,3
"16",2,3,2,2,1,2,1,1,1,2,3
"17",2,2,3,3,3,2,3,1,3,1,2
"18",3,2,1,1,1,2,1,3,2,3,3
"19",3,2,1,3,2,2,3,3,1,2,2
"20",3,3,3,3,2,1,2,2,1,2,1
"21",1,3,1,1,2,1,3,1,2,3,2
"22",1,2,2,2,2,3,3,1,2,1,1
"23",3,1,3,1,2,2,2,1,3,2,3
"24",1,3,2,1,2,3,1,3,1,1,2
"25",1,2,3,3,1,1,1,2,3,3,3
"26",1,1,3,1,3,2,1,2,2,2,2
"27",2,2,3,1,1,3,2,1,1,3,2
"28",1,2,1,2,3,3,1,1,3,2,3
"29",1,1,1,2,1,2,2,3,3,3,2
"30",2,3,1,1,2,2,1,2,3,3,1
"31",3,1,1,2,3,1,2,1,1,1,2
"32",1,3,3,3,1,3,3,3,2,2,3
"33",2,1,1,3,2,3,2,2,2,1,3
