"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,1,3,2,1,3,2,2,3,1,1,2,3
"2",3,3,1,2,3,1,1,1,1,2,2,3,2,2
"3",2,1,2,2,3,2,1,1,3,3,3,1,2,3
"4",3,2,3,2,3,1,3,3,2,1,3,1,2,2
"5",2,2,3,1,1,1,3,1,3,2,2,1,3,2
"6",1,3,3,3,2,3,2,1,1,2,3,1,2,3
"7",1,1,2,2,2,2,3,3,1,3,2,1,3,1
"8",1,3,2,1,3,3,1,3,2,2,3,2,2,1
"9",1,3,3,3,3,2,3,2,2,3,2,3,1,2
"10",2,3,3,2,2,1,1,3,1,1,1,2,1,1
"11",3,1,3,3,1,2,3,2,1,1,3,2,2,1
"12",1,2,3,1,3,2,2,3,1,2,2,3,1,3
"13",1,2,1,1,2,3,3,1,1,2,1,2,3,2
"14",2,3,1,1,2,2,1,3,3,3,1,1,1,2
"15",2,1,1,2,2,3,2,1,2,3,3,3,1,1
"16",2,1,1,1,3,1,3,2,3,2,3,2,1,1
"17",3,3,1,2,1,2,2,3,3,2,3,2,3,3
"18",1,3,2,3,2,1,2,2,3,1,3,3,3,2
"19",3,1,2,3,1,3,1,3,2,2,2,1,1,2
"20",3,1,3,2,3,3,2,2,3,3,1,2,3,2
"21",2,3,1,3,1,2,3,1,2,1,2,2,1,3
"22",3,2,2,1,1,1,2,1,1,3,3,2,1,2
"23",3,1,2,1,2,3,3,3,3,1,2,3,2,3
"24",3,2,3,3,2,2,1,1,3,2,1,3,1,1
"25",2,1,2,3,3,1,2,3,1,2,1,3,3,3
"26",1,1,1,1,1,2,1,2,2,1,1,3,2,2
"27",3,3,2,1,3,2,2,1,2,1,1,1,3,1
"28",2,2,3,1,1,3,1,2,2,3,3,3,3,3
"29",1,2,2,2,1,3,2,2,3,1,1,1,1,3
"30",2,2,1,3,3,3,1,2,1,1,2,1,3,1
"31",2,3,2,2,1,3,3,2,1,3,1,3,2,1
"32",1,1,3,2,2,1,1,1,2,1,2,2,3,3
"33",1,2,1,3,1,1,2,3,3,3,2,2,2,1
