"","V1","V2","V3","V4","V5","V6"
"1",1,3,2,2,1,3
"2",2,3,3,1,2,3
"3",3,1,1,2,3,2
"4",3,3,3,3,2,1
"5",2,1,3,2,1,1
"6",1,3,1,1,2,2
"7",2,1,1,3,1,1
"8",2,2,2,1,3,2
"9",2,3,1,3,3,3
"10",3,3,2,3,2,3
"11",2,1,2,2,2,3
"12",3,1,3,1,2,2
"13",3,1,2,3,3,1
"14",1,2,1,2,3,3
"15",3,3,2,1,1,2
"16",2,3,1,2,1,2
"17",2,2,1,1,2,1
"18",3,2,1,1,1,3
"19",2,2,3,3,1,3
"20",1,2,2,3,2,1
"21",1,3,3,3,3,2
"22",1,1,2,1,3,3
"23",3,2,3,2,3,3
"24",3,2,1,3,2,2
"25",1,1,1,2,2,1
"26",1,1,2,3,1,2
"27",2,3,2,2,3,1
"28",1,2,3,1,1,1
"29",1,1,1,1,1,3
"30",3,2,2,2,1,1
"31",1,2,3,2,2,2
"32",2,1,3,3,3,2
"33",3,3,3,1,3,1
