"","V1","V2","V3","V4","V5"
"1",1,2,3,2,1
"2",2,2,3,1,3
"3",3,3,2,1,3
"4",2,3,3,3,1
"5",1,1,2,1,2
"6",3,3,1,2,1
"7",2,2,2,2,2
"8",2,1,1,2,1
"9",2,3,1,1,2
"10",1,2,1,2,3
"11",1,3,2,2,1
"12",2,1,2,3,3
"13",3,2,3,3,2
"14",1,2,1,3,2
"15",2,3,1,3,3
"16",3,2,1,3,3
"17",1,1,3,3,3
"18",1,3,2,3,2
"19",3,3,3,2,2
"20",3,1,2,2,3
"21",3,1,2,3,1
"22",3,3,1,1,2
"23",3,1,1,1,3
"24",2,2,1,1,1
"25",1,3,3,1,1
"26",2,3,3,2,3
"27",2,2,2,3,1
"28",1,1,1,2,2
"29",1,2,2,1,3
"30",3,2,2,1,1
"31",3,1,3,2,2
"32",1,1,3,3,1
"33",2,1,3,1,2
