"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,3,3,2,2,1,3
"2",1,1,1,2,1,1,3,2
"3",1,3,2,1,1,1,1,2
"4",3,1,3,2,1,2,1,1
"5",2,1,2,3,1,3,3,1
"6",2,1,1,1,1,2,2,3
"7",2,3,1,1,1,2,3,1
"8",3,3,2,1,2,2,2,2
"9",2,2,2,3,3,2,1,1
"10",1,2,3,1,3,1,3,3
"11",1,3,2,2,3,3,1,2
"12",2,3,1,3,3,3,3,2
"13",3,3,2,2,1,3,3,3
"14",2,2,3,1,1,3,1,3
"15",1,1,2,1,3,2,3,1
"16",3,2,1,1,2,1,1,3
"17",2,1,3,2,2,3,2,2
"18",3,1,2,3,3,3,2,3
"19",1,3,1,3,2,2,2,3
"20",2,3,1,2,2,1,1,1
"21",1,2,3,2,2,3,3,1
"22",2,2,2,3,2,1,3,3
"23",2,3,3,2,3,1,2,3
"24",1,1,1,3,3,1,2,1
"25",1,2,3,3,1,2,2,2
"26",3,2,1,2,3,2,3,2
"27",3,2,2,2,1,1,2,1
"28",3,3,3,1,3,3,2,1
"29",3,2,1,3,1,3,1,2
"30",3,1,3,3,2,1,3,2
"31",1,1,2,2,2,2,1,3
"32",1,2,1,1,2,3,2,1
"33",2,1,3,1,3,1,1,2
