"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,3,2,3,3,1,2,1,1,2,3,1,3,2,2,3,3,2,1
"2",3,3,3,3,1,2,3,1,2,2,1,1,2,1,3,2,1,2,2
"3",2,3,1,2,3,1,1,1,2,3,3,3,2,1,1,1,2,3,2
"4",3,3,1,2,1,1,2,2,3,1,3,2,1,2,3,2,3,1,2
"5",3,1,2,3,3,3,2,3,2,3,3,2,1,3,3,3,1,2,2
"6",2,2,1,1,3,2,3,1,3,2,2,3,1,3,3,2,3,3,1
"7",1,1,1,1,1,1,2,1,3,1,2,3,2,2,2,3,1,2,3
"8",1,2,1,2,1,3,3,3,2,2,3,2,3,1,2,1,1,3,3
"9",3,3,2,2,3,2,2,2,3,1,1,1,2,3,1,3,2,3,3
"10",3,2,3,3,1,2,1,3,1,2,3,3,1,2,2,3,2,3,3
"11",2,3,2,1,3,2,1,1,1,3,2,2,3,2,3,1,1,1,3
"12",3,2,1,3,2,1,2,3,3,1,1,2,3,1,3,1,2,2,1
"13",3,2,3,1,2,2,1,1,2,1,3,1,3,3,2,1,3,2,2
"14",2,3,3,1,2,1,3,3,2,1,2,2,2,2,1,3,1,3,1
"15",1,3,1,3,2,2,1,2,2,2,1,3,1,3,2,3,1,1,1
"16",3,2,3,2,3,1,3,2,1,2,2,3,1,3,1,1,1,2,3
"17",2,2,1,2,2,3,3,3,1,3,1,1,2,2,3,3,3,1,3
"18",2,1,3,2,2,3,1,2,3,2,3,1,2,2,3,1,1,1,1
"19",1,2,3,1,2,1,2,2,1,3,1,3,3,3,3,2,2,3,2
"20",2,1,1,1,1,3,1,2,1,2,1,2,3,3,1,3,3,2,2
"21",1,1,3,2,3,2,1,3,3,3,1,2,2,1,2,2,3,2,3
"22",1,3,2,2,1,3,1,3,1,1,2,3,2,3,3,1,2,2,1
"23",1,2,2,1,1,2,3,2,3,3,3,1,1,1,1,3,2,2,1
"24",2,1,3,3,3,3,3,2,3,1,2,3,3,1,2,3,2,1,2
"25",2,2,3,2,1,3,2,1,1,1,1,2,1,1,1,2,2,1,1
"26",2,2,2,3,1,1,1,3,3,3,2,1,3,3,1,2,1,1,2
"27",1,1,2,1,3,1,3,3,2,2,1,1,1,2,2,1,2,1,2
"28",1,3,3,3,2,3,2,1,3,3,2,2,1,2,1,1,3,3,2
"29",3,3,2,1,2,3,2,3,2,2,3,3,3,1,1,2,3,1,3
"30",1,1,1,3,2,2,3,1,1,1,3,2,2,3,1,2,2,1,3
"31",3,1,1,1,3,3,2,2,1,3,2,1,2,1,2,2,1,3,1
"32",2,1,2,3,2,1,1,2,2,1,2,1,1,1,3,2,3,3,3
"33",3,1,2,2,1,2,3,1,2,3,1,3,3,2,2,1,3,3,1
