"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,3,2,2,3,2,3,3,3,1,2,3,1,2,3,3
"2",1,3,1,1,1,1,2,2,2,3,1,2,2,2,3,3
"3",1,2,1,3,2,1,1,2,2,1,2,3,1,1,1,3
"4",3,3,3,3,2,3,2,3,2,1,1,3,2,3,2,3
"5",3,3,2,3,2,2,1,1,3,3,1,1,1,2,2,2
"6",1,2,3,3,3,1,1,3,3,2,3,2,2,2,3,1
"7",3,2,3,2,2,3,1,1,2,3,3,3,3,2,3,3
"8",1,1,3,2,1,2,1,2,1,3,2,3,2,3,2,1
"9",1,2,2,1,2,2,3,1,1,1,3,3,2,1,3,2
"10",2,1,3,1,3,2,2,1,2,3,1,3,1,3,3,1
"11",3,2,3,2,1,1,3,1,1,2,1,2,1,1,2,3
"12",2,1,2,2,2,1,3,3,2,3,3,1,2,3,1,3
"13",1,2,2,1,3,3,2,3,1,3,2,1,1,2,1,1
"14",2,2,2,3,3,1,1,2,1,1,1,1,3,3,3,2
"15",2,1,1,1,3,3,1,1,1,2,2,1,2,2,2,3
"16",2,1,1,2,2,3,1,2,3,1,1,2,1,1,3,1
"17",1,2,3,2,2,3,3,2,3,2,1,1,3,3,1,3
"18",1,3,2,3,1,3,3,1,2,2,3,2,1,3,2,1
"19",3,3,3,2,2,1,2,3,1,2,2,1,1,1,3,2
"20",3,3,2,1,3,2,1,2,1,2,3,2,3,3,1,3
"21",3,2,1,2,1,2,2,1,3,1,2,1,2,3,1,1
"22",2,1,3,3,1,3,2,2,1,1,3,2,1,2,1,2
"23",2,3,1,3,2,1,2,1,1,2,1,3,3,2,1,1
"24",3,1,2,1,1,3,1,3,2,2,1,3,2,1,1,2
"25",1,1,2,3,1,2,2,1,3,2,2,1,3,1,3,3
"26",1,1,1,2,3,2,3,3,2,1,1,2,3,2,1,2
"27",2,2,1,1,1,1,2,3,3,2,3,3,1,3,2,2
"28",3,1,2,1,2,1,3,2,3,1,2,2,3,2,2,1
"29",2,3,3,1,1,2,1,3,2,1,3,1,3,1,2,1
"30",3,2,1,3,1,3,3,3,1,3,2,2,3,3,3,2
"31",1,3,1,2,3,3,2,2,3,3,3,3,3,1,2,2
"32",2,3,3,1,3,1,3,1,3,3,2,2,2,1,1,2
"33",3,1,1,3,3,2,3,2,2,3,3,1,2,1,2,1
