"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,3,3,3,3,3,1,2,2,2,1,1
"2",1,1,2,2,3,3,3,3,1,3,3,3,2
"3",2,3,1,3,2,1,2,3,1,1,2,1,1
"4",1,2,2,1,2,1,1,1,1,3,2,1,3
"5",3,2,2,3,3,1,2,2,1,2,3,2,1
"6",3,1,1,2,3,2,2,1,1,1,2,2,3
"7",1,1,2,2,2,2,1,1,3,2,1,1,1
"8",2,3,2,1,3,3,1,2,1,2,1,1,2
"9",3,3,2,2,1,1,3,2,1,1,1,1,3
"10",3,2,3,1,3,1,1,2,3,3,2,3,1
"11",3,1,3,1,2,3,2,2,2,3,1,2,3
"12",3,3,3,2,2,2,3,2,3,3,3,1,2
"13",2,2,1,3,2,2,3,1,1,3,1,3,2
"14",2,1,1,2,3,3,2,3,3,2,3,1,3
"15",1,3,3,3,2,3,1,3,1,2,2,3,3
"16",3,1,2,3,1,2,1,3,2,3,2,1,2
"17",2,2,1,2,1,1,1,2,2,3,3,3,3
"18",2,1,3,3,2,1,1,1,3,1,3,2,2
"19",3,3,1,3,3,2,1,3,3,2,1,2,3
"20",2,3,2,1,1,2,3,3,3,3,2,2,1
"21",1,3,2,3,1,3,3,1,2,2,3,2,3
"22",2,2,3,2,1,3,1,3,1,1,1,2,1
"23",3,1,1,2,2,1,3,3,2,2,1,3,1
"24",1,1,1,1,1,1,3,2,3,2,2,2,2
"25",1,2,1,3,1,3,2,2,3,3,1,1,1
"26",1,3,1,1,3,2,1,2,2,1,3,3,1
"27",1,2,3,1,1,2,2,3,2,1,3,1,2
"28",3,2,1,1,2,3,3,1,2,1,3,2,2
"29",2,2,2,1,2,1,2,3,3,1,1,3,3
"30",2,1,3,1,1,2,2,1,1,2,3,3,1
"31",3,3,2,2,1,3,2,1,3,1,2,3,2
"32",1,3,3,2,3,1,2,1,2,3,1,2,2
"33",1,1,3,3,3,2,3,2,2,1,2,3,3
