"","V1","V2","V3","V4","V5","V6"
"1",3,3,3,2,2,3
"2",1,2,1,2,1,3
"3",2,1,1,3,1,2
"4",2,2,2,2,2,2
"5",2,2,1,2,2,1
"6",1,1,2,3,2,3
"7",2,1,3,1,1,3
"8",3,1,1,2,3,3
"9",3,3,1,1,1,1
"10",2,2,3,3,3,3
"11",2,3,2,2,1,2
"12",2,3,1,1,2,3
"13",3,3,1,3,3,2
"14",1,2,3,1,1,1
"15",1,3,2,1,3,3
"16",2,1,2,1,3,1
"17",3,1,2,2,1,1
"18",3,2,2,1,3,2
"19",1,3,2,3,2,1
"20",2,3,3,2,3,1
"21",1,2,1,3,3,1
"22",1,3,3,3,1,2
"23",3,1,3,3,2,1
"24",3,2,3,1,2,2
"25",3,2,2,3,1,3
"26",1,1,3,2,3,2
"27",1,1,1,1,2,2
