"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,2,2,1,3,1,1
"2",2,1,3,1,3,1,1,3
"3",2,2,2,3,1,3,3,2
"4",2,3,2,2,1,1,1,3
"5",1,3,3,3,2,3,1,1
"6",2,1,1,2,2,2,1,2
"7",2,3,1,2,3,1,2,1
"8",3,2,3,1,2,2,1,1
"9",1,1,3,2,3,3,3,2
"10",1,1,1,1,1,3,2,3
"11",1,3,2,1,3,2,1,2
"12",3,1,3,3,1,2,2,3
"13",2,3,3,1,2,3,3,3
"14",2,2,1,1,3,3,2,1
"15",1,1,2,3,2,1,2,1
"16",3,2,1,3,3,3,1,3
"17",3,3,1,2,1,2,3,1
"18",3,3,3,3,3,1,2,2
"19",3,2,2,2,2,1,3,3
"20",1,2,1,3,1,1,1,2
"21",3,3,2,1,2,3,2,2
"22",3,1,1,1,2,1,3,2
"23",1,2,3,1,1,1,3,1
"24",1,2,2,2,3,2,2,3
"25",1,3,1,3,2,2,3,3
"26",2,2,3,2,1,2,2,2
"27",2,1,2,3,3,2,3,1
