"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,3,2,3,2,1,1,1,3,2,1,3,3,2
"2",2,3,3,3,1,1,2,3,1,2,2,3,1,3,2
"3",2,1,2,1,3,3,2,3,3,3,3,2,2,3,3
"4",2,3,1,1,1,2,1,2,3,2,3,2,3,3,1
"5",1,3,1,2,3,3,2,3,1,1,2,2,1,2,1
"6",1,3,3,1,2,3,2,2,1,2,3,1,3,1,2
"7",3,3,2,1,2,2,1,1,1,1,3,3,2,2,3
"8",2,2,3,1,1,3,3,3,2,1,1,3,3,2,2
"9",3,3,1,1,3,1,1,2,2,3,1,2,1,2,2
"10",2,2,1,3,2,3,1,1,3,2,1,1,1,2,3
"11",1,3,2,3,1,3,3,2,2,3,2,1,2,3,3
"12",3,2,1,1,2,1,3,3,1,2,2,1,2,1,3
"13",2,1,3,3,2,1,1,3,2,1,2,1,2,3,1
"14",2,3,3,2,3,1,3,1,3,1,2,2,2,1,3
"15",3,1,1,2,2,3,3,2,3,1,2,3,1,3,2
"16",1,1,1,3,3,2,3,1,2,2,3,3,3,2,2
"17",1,2,3,2,2,2,1,3,3,3,3,3,1,1,2
"18",2,1,2,3,3,3,1,2,1,2,1,3,2,1,1
"19",1,2,3,1,3,2,3,1,2,2,1,2,1,3,1
"20",3,3,2,3,2,2,3,3,3,3,1,2,3,1,1
"21",3,2,1,2,1,3,2,1,2,3,2,3,2,1,1
"22",1,1,2,1,1,2,2,1,3,1,1,1,2,1,2
"23",3,2,2,3,3,1,2,2,3,1,3,1,3,2,1
"24",3,1,3,3,1,2,2,2,2,1,3,2,1,1,3
"25",1,2,1,2,2,1,2,2,1,3,1,3,3,3,3
"26",2,1,2,2,1,1,3,1,1,3,3,1,1,2,1
"27",1,1,2,2,1,1,1,3,2,2,1,2,3,2,3
