"","V1","V2","V3","V4","V5","V6","V7"
"1",1,3,2,1,3,2,1
"2",3,3,3,2,3,1,3
"3",2,3,1,3,3,3,3
"4",2,1,3,1,2,1,1
"5",2,2,2,2,1,2,2
"6",1,3,3,2,1,3,2
"7",1,2,3,1,2,1,2
"8",2,2,3,1,3,3,3
"9",3,1,3,2,1,2,1
"10",2,1,2,3,3,1,2
"11",1,1,1,2,2,1,3
"12",2,1,1,3,1,3,1
"13",3,2,2,3,1,1,3
"14",1,2,1,1,1,2,3
"15",3,3,1,3,2,2,2
"16",3,3,2,1,2,3,1
"17",3,1,1,1,3,2,2
"18",2,3,1,1,1,1,2
"19",1,2,1,2,2,3,1
"20",2,2,3,3,3,2,1
"21",3,2,3,3,2,3,2
"22",1,3,2,3,1,1,1
"23",3,1,2,1,1,3,3
"24",1,1,2,2,3,3,2
"25",1,1,3,3,2,2,3
"26",3,2,1,2,3,1,1
"27",2,3,2,2,2,2,3
