"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",30,4,24,14,19,17,15,6,30,7,27,12
"2",21,23,21,1,26,29,12,20,5,10,20,13
"3",28,24,17,21,7,4,10,28,16,26,25,10
"4",23,11,9,7,23,20,3,10,8,21,28,23
"5",29,14,7,23,9,24,7,15,2,4,8,19
"6",3,15,18,3,8,9,5,24,28,12,18,27
"7",5,2,22,20,24,5,2,14,23,22,6,16
"8",19,10,29,29,11,26,4,3,19,15,12,8
"9",22,12,20,17,16,2,25,26,7,8,4,29
"10",25,28,25,4,3,16,18,8,11,24,5,17
"11",27,26,13,22,28,22,29,12,24,14,17,28
"12",4,21,23,19,6,21,27,9,9,3,16,6
"13",9,30,26,28,20,12,8,18,14,5,23,24
"14",10,13,19,6,14,27,26,13,25,28,24,3
"15",20,7,6,18,5,10,24,4,21,23,21,25
"16",7,16,5,26,29,3,17,7,10,11,26,9
"17",24,17,27,24,25,11,20,22,27,19,9,2
"18",8,5,12,13,4,18,9,21,6,17,3,1
"19",14,6,28,12,30,23,14,29,12,27,14,26
"20",26,3,2,2,13,7,28,17,13,13,13,7
"21",6,29,8,9,22,25,23,27,20,16,7,11
"22",15,1,15,25,2,28,19,25,18,9,29,18
"23",12,20,30,10,10,6,22,16,1,18,30,21
"24",16,27,14,16,21,8,6,1,3,30,15,4
"25",2,9,11,30,18,14,30,23,4,25,19,15
"26",18,18,3,11,17,15,1,30,22,2,22,5
"27",1,19,1,15,15,30,11,5,15,20,10,30
"28",17,22,4,27,12,19,16,19,29,29,1,22
"29",13,25,10,8,1,1,13,11,26,6,11,14
"30",11,8,16,5,27,13,21,2,17,1,2,20
