"","V1","V2","V3","V4","V5","V6","V7"
"1",7,27,13,15,13,2,30
"2",8,4,28,22,14,17,4
"3",22,14,14,25,17,30,2
"4",9,10,2,12,24,7,3
"5",29,12,23,30,15,15,27
"6",26,13,21,5,11,3,6
"7",13,18,30,11,8,29,23
"8",30,26,16,13,29,9,12
"9",17,9,1,19,12,26,28
"10",2,23,8,29,10,23,13
"11",21,24,9,8,5,10,25
"12",14,1,20,17,20,6,26
"13",20,7,25,14,4,24,11
"14",10,21,24,26,1,8,15
"15",11,29,4,4,16,25,17
"16",19,19,11,28,23,1,10
"17",16,30,18,20,6,12,1
"18",12,6,15,27,30,21,20
"19",3,2,12,7,9,14,9
"20",28,17,3,16,2,20,8
"21",5,25,22,18,26,27,7
"22",18,8,29,3,27,11,14
"23",15,22,7,1,19,16,5
"24",4,15,5,21,28,13,24
"25",27,3,10,10,22,28,16
"26",1,16,26,9,18,4,18
"27",25,28,27,23,21,18,21
"28",23,20,19,6,25,22,29
"29",24,5,6,24,7,5,19
"30",6,11,17,2,3,19,22
