"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",27,13,10,6,27,20,24,9,10,28
"2",7,4,24,19,8,19,1,16,13,29
"3",4,28,11,26,4,5,11,18,11,13
"4",21,19,6,5,9,6,29,13,14,2
"5",19,7,28,3,18,28,20,14,30,14
"6",14,8,14,24,13,25,28,2,4,22
"7",23,11,2,23,7,11,9,11,29,20
"8",9,1,5,29,19,8,21,7,17,17
"9",10,17,29,16,14,1,4,10,6,5
"10",25,22,22,20,11,10,22,26,3,27
"11",6,25,27,8,6,14,25,4,22,19
"12",20,18,30,30,2,22,16,30,16,16
"13",22,6,9,25,21,15,6,24,5,3
"14",17,14,18,1,1,17,8,6,2,10
"15",30,5,16,11,3,2,18,19,21,24
"16",28,27,19,28,16,18,26,17,26,6
"17",24,29,25,10,23,26,10,20,7,18
"18",3,16,8,17,22,16,30,25,28,23
"19",1,23,17,21,24,23,19,8,12,1
"20",5,2,12,9,10,24,14,21,24,4
"21",13,20,15,7,26,9,2,28,27,9
"22",12,12,3,14,5,29,23,27,9,8
"23",18,30,13,15,20,3,15,3,25,30
"24",2,9,20,4,17,7,13,29,8,21
"25",29,21,7,18,12,27,3,5,20,12
"26",26,3,23,13,25,12,12,1,15,7
"27",16,10,26,22,29,4,27,22,19,11
"28",11,15,21,27,28,30,7,12,23,25
"29",15,26,4,2,15,21,5,23,18,26
"30",8,24,1,12,30,13,17,15,1,15
