"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",16,30,26,12,8,8,29,14,26,24,24,22,6,14,11,1,19,30,17
"2",1,21,3,9,4,10,6,6,22,29,14,17,17,17,2,21,29,14,23
"3",23,2,2,23,14,2,5,28,9,18,22,12,16,25,12,18,20,29,6
"4",15,29,15,24,22,26,3,3,12,10,8,23,28,27,10,17,18,6,26
"5",18,4,29,14,15,12,14,2,30,15,13,1,11,30,23,30,17,22,30
"6",7,19,10,18,10,25,23,26,14,17,27,25,25,6,26,23,23,23,29
"7",10,14,6,13,9,22,10,29,27,1,11,8,29,15,13,2,16,7,1
"8",8,9,16,10,27,6,4,17,7,8,29,6,4,9,15,6,25,15,28
"9",14,16,11,29,1,15,16,1,2,6,25,2,20,1,4,10,14,25,16
"10",4,7,25,1,21,20,1,25,19,16,5,18,9,2,6,19,12,24,13
"11",2,1,23,28,18,16,27,23,21,3,19,20,21,24,20,8,28,11,19
"12",21,3,19,6,11,27,8,9,25,22,23,13,22,4,18,12,4,2,21
"13",19,24,24,16,25,21,7,12,1,21,1,14,23,16,25,7,30,27,10
"14",17,5,5,11,26,14,28,16,3,23,18,21,30,7,9,29,9,10,9
"15",12,22,7,4,17,18,9,10,10,2,20,28,1,19,21,27,5,28,18
"16",29,18,20,3,16,3,20,8,17,9,12,29,27,8,7,11,26,21,4
"17",13,10,12,5,2,5,18,21,4,20,2,27,10,28,22,13,22,3,15
"18",26,26,8,2,20,13,17,24,15,27,21,3,19,23,27,4,11,9,24
"19",25,28,14,26,7,17,11,20,20,19,9,4,2,5,19,28,27,12,7
"20",30,15,30,30,24,30,15,30,5,30,15,30,7,12,16,15,15,13,22
"21",28,13,27,20,3,7,2,15,18,7,28,19,24,18,28,25,10,8,12
"22",11,12,21,19,19,23,21,7,13,26,26,9,5,22,5,24,24,4,2
"23",27,6,4,21,6,24,24,13,16,13,3,16,3,21,8,5,8,20,27
"24",20,23,22,15,13,9,26,27,8,4,7,11,13,10,3,22,3,5,25
"25",24,11,9,8,29,29,30,5,23,5,6,10,15,13,30,20,21,17,14
"26",22,20,13,17,30,19,13,22,29,14,30,26,12,29,1,9,1,16,8
"27",6,8,17,25,12,11,12,4,11,28,10,24,14,11,29,3,2,18,3
"28",5,25,1,22,23,1,22,11,28,11,16,15,8,3,24,14,13,1,11
"29",9,17,18,27,28,4,19,19,24,25,4,7,26,20,14,26,6,26,20
"30",3,27,28,7,5,28,25,18,6,12,17,5,18,26,17,16,7,19,5
