"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,6,23,18,14,18,9,7,8,23,28,25,28,24
"2",9,3,14,9,5,7,16,4,4,6,17,14,4,2
"3",1,18,17,11,30,9,12,27,11,26,8,22,1,18
"4",16,1,30,16,20,30,22,19,30,18,16,29,3,13
"5",12,30,10,15,8,1,11,12,19,14,2,30,13,30
"6",25,4,8,2,16,12,7,20,20,25,6,18,23,3
"7",29,23,13,7,25,16,15,3,28,30,14,26,18,23
"8",23,20,7,23,3,26,17,17,13,24,10,2,5,26
"9",20,2,20,24,24,6,3,29,14,10,23,17,14,28
"10",8,27,26,6,4,22,4,21,17,21,24,21,10,10
"11",24,28,3,22,22,8,23,5,10,19,22,20,26,12
"12",26,25,28,30,13,14,8,8,21,7,18,10,2,19
"13",17,26,4,13,17,29,6,26,1,1,15,15,22,22
"14",21,15,6,5,12,3,21,23,26,4,27,23,6,17
"15",2,10,5,25,11,28,13,11,27,27,21,12,15,7
"16",7,13,18,21,18,23,27,2,22,2,5,19,9,25
"17",28,16,15,27,28,24,10,15,3,12,26,28,12,4
"18",13,22,11,19,15,15,28,30,7,29,29,8,8,5
"19",4,8,1,29,2,13,29,22,15,11,13,27,19,15
"20",18,17,19,14,1,10,1,1,25,15,30,1,20,14
"21",3,24,27,1,19,11,24,18,5,13,20,5,16,27
"22",30,7,25,17,9,17,14,24,9,3,1,4,17,11
"23",15,14,29,28,6,4,20,14,2,28,7,16,24,21
"24",10,29,22,26,26,19,18,25,24,16,4,13,21,1
"25",11,5,9,8,29,25,19,13,18,8,25,3,25,20
"26",22,9,24,12,27,2,30,9,16,22,12,6,11,8
"27",19,21,21,3,10,27,25,10,12,9,9,24,27,6
"28",5,19,12,20,21,5,5,16,29,5,11,7,29,9
"29",27,12,16,10,7,21,26,28,23,20,19,11,30,29
"30",14,11,2,4,23,20,2,6,6,17,3,9,7,16
