"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",17,30,5,28,6,11,21,28,14,1,26,29,28,5,12,20,12,20,18,21,12,12
"2",13,7,6,3,9,7,2,16,11,25,22,3,20,4,9,4,14,17,12,11,29,27
"3",18,1,13,24,23,12,6,8,16,2,13,2,7,18,17,21,2,30,11,9,2,24
"4",14,24,10,23,5,19,20,11,8,19,10,5,26,22,28,17,5,9,5,2,24,5
"5",28,9,1,30,30,15,28,2,30,15,30,17,18,21,22,29,15,15,13,15,30,18
"6",9,8,17,16,13,5,8,23,28,7,4,23,6,6,23,13,7,4,10,20,27,6
"7",29,28,20,12,7,10,7,3,2,29,5,22,14,8,21,22,21,23,17,5,17,20
"8",30,17,16,17,16,20,10,30,13,30,29,1,15,25,19,1,16,1,16,23,1,1
"9",27,11,22,8,26,16,15,20,6,11,27,24,24,12,2,12,6,5,4,4,9,21
"10",7,12,18,15,17,22,11,6,29,12,18,10,30,1,7,28,17,26,28,1,14,2
"11",25,19,11,20,3,3,18,14,26,27,17,12,9,13,3,26,3,8,27,25,15,29
"12",26,20,4,5,19,21,22,19,19,14,8,8,4,2,29,14,18,25,6,30,10,22
"13",2,14,25,26,2,18,12,18,7,10,28,13,3,16,27,11,23,24,26,17,28,25
"14",8,5,19,27,12,9,23,4,3,13,6,7,19,26,5,9,19,7,19,29,11,19
"15",24,15,28,4,21,2,1,10,10,4,14,18,29,30,30,16,13,16,30,24,18,13
"16",21,3,29,14,14,4,24,27,18,18,24,11,1,28,11,19,22,21,3,3,20,11
"17",10,23,15,9,27,6,25,15,5,6,23,4,10,9,24,25,26,11,22,12,6,7
"18",5,25,3,6,10,24,5,5,21,17,25,20,2,27,13,15,8,6,23,10,7,16
"19",22,26,27,29,28,26,3,21,22,16,7,6,12,11,4,8,9,19,21,14,21,9
"20",1,16,2,21,29,1,13,12,17,28,1,16,25,15,10,10,24,22,2,16,4,8
"21",15,6,26,25,11,27,4,13,20,23,21,26,22,10,25,24,28,10,7,27,8,15
"22",23,2,8,10,4,28,17,24,25,3,3,14,23,17,20,5,25,12,25,6,13,17
"23",16,10,24,1,1,23,29,17,9,21,2,19,8,20,8,30,11,18,14,18,3,3
"24",3,27,30,13,15,30,30,1,15,5,16,15,16,7,16,2,1,14,1,19,16,30
"25",12,18,7,19,20,29,9,29,4,9,9,28,11,29,6,27,20,13,9,13,19,28
"26",19,22,14,7,8,14,16,7,23,8,20,25,13,23,1,6,27,29,8,26,25,4
"27",6,4,9,11,25,25,19,25,1,26,19,21,17,14,18,18,4,28,24,28,23,10
"28",20,13,12,22,22,17,27,9,12,22,12,30,5,3,14,3,30,2,29,8,22,14
"29",11,21,23,18,18,8,26,22,27,24,15,27,21,24,26,7,10,27,20,7,5,26
"30",4,29,21,2,24,13,14,26,24,20,11,9,27,19,15,23,29,3,15,22,26,23
