"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,13,16,30,29,11,8,26,22,10,1,12,18,1,30,19,17,16
"2",12,22,18,24,23,21,2,17,19,4,26,2,7,11,5,25,26,12
"3",19,21,28,17,27,8,14,10,1,1,16,19,26,17,27,6,28,8
"4",23,29,29,3,3,14,11,28,8,11,3,7,13,13,6,15,14,23
"5",17,20,7,10,25,7,18,25,25,28,7,10,6,16,13,28,4,3
"6",6,8,13,18,8,24,25,24,2,2,9,18,5,23,8,23,8,18
"7",8,2,3,4,24,16,17,2,28,3,12,22,27,12,15,22,15,24
"8",18,26,14,8,12,26,26,8,24,6,5,28,9,3,21,11,25,14
"9",10,9,8,2,2,23,10,12,10,26,17,8,23,19,28,27,24,13
"10",9,18,6,19,4,6,28,27,20,16,18,24,24,6,4,8,20,6
"11",13,15,24,29,6,18,6,1,9,30,4,21,1,15,16,12,21,4
"12",24,11,5,14,15,28,5,5,4,9,14,5,19,8,11,4,10,2
"13",11,6,19,9,21,5,1,19,7,14,6,29,22,29,20,13,3,11
"14",3,27,15,12,28,13,27,3,5,27,24,4,15,26,10,9,18,17
"15",28,3,11,23,9,12,16,21,29,20,11,1,12,25,19,5,27,9
"16",21,19,9,15,5,15,3,4,23,12,27,20,8,28,29,17,6,28
"17",30,12,25,1,30,20,22,15,21,17,15,23,2,20,3,1,9,15
"18",5,24,4,6,16,2,7,22,13,8,20,15,3,21,17,2,23,26
"19",25,16,21,5,17,19,30,30,16,7,29,11,30,27,22,21,16,5
"20",26,25,12,26,14,3,9,7,17,25,10,26,29,22,7,24,11,19
"21",29,30,2,27,20,17,24,16,6,19,21,16,14,4,26,20,1,10
"22",14,4,10,25,26,27,13,29,11,23,28,27,10,14,23,7,12,22
"23",27,14,17,11,7,10,20,20,3,22,25,30,17,10,14,30,29,29
"24",2,28,30,21,13,29,15,14,30,13,19,25,16,24,18,29,13,1
"25",16,17,1,22,22,30,21,13,14,18,2,13,21,30,1,16,30,30
"26",4,1,22,7,11,9,12,9,15,21,30,14,11,2,2,18,7,7
"27",15,10,20,28,1,1,23,11,26,5,23,9,20,18,12,10,2,21
"28",22,7,27,13,19,25,4,23,27,29,22,17,25,5,9,14,22,20
"29",20,5,26,20,18,4,29,6,12,15,13,6,4,7,24,26,19,25
"30",7,23,23,16,10,22,19,18,18,24,8,3,28,9,25,3,5,27
