"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",11,19,14,4,3,8,9,2,9,12,7,4,14,10,25,28
"2",14,13,1,1,16,13,30,14,5,30,15,30,19,8,14,30
"3",24,16,23,14,5,3,26,8,26,28,17,5,20,24,19,6
"4",19,2,9,20,10,29,18,20,16,21,2,2,28,21,11,26
"5",4,6,21,17,22,6,24,5,17,10,23,10,24,5,4,24
"6",12,4,16,23,19,16,14,1,30,18,20,29,30,28,26,10
"7",7,5,13,24,2,21,21,29,10,26,18,8,3,7,18,13
"8",18,29,25,6,23,27,16,6,11,25,22,16,5,27,20,25
"9",17,12,12,29,13,7,8,24,8,27,25,19,16,25,1,2
"10",1,17,22,19,29,30,10,21,1,13,16,28,12,11,10,5
"11",28,15,4,26,27,24,12,11,6,15,27,6,22,16,29,21
"12",29,26,17,16,1,15,3,30,21,11,21,26,23,22,16,27
"13",25,23,7,22,11,17,28,3,2,5,14,11,10,29,8,16
"14",26,7,27,8,18,11,4,25,3,23,11,12,26,12,24,12
"15",23,8,8,15,14,26,7,7,18,4,5,25,6,6,22,7
"16",30,3,15,3,28,14,22,12,22,14,8,14,2,19,5,3
"17",6,14,24,2,15,25,13,28,25,2,10,7,17,26,6,19
"18",10,27,28,13,4,23,23,10,7,16,4,23,25,17,2,11
"19",21,10,29,30,21,22,27,22,28,8,13,18,13,14,23,29
"20",13,24,18,9,12,28,29,18,20,19,24,9,15,1,30,1
"21",9,11,3,10,30,1,6,17,12,9,1,17,21,30,17,14
"22",3,9,6,7,6,20,5,9,27,22,28,20,11,15,9,22
"23",20,28,2,12,20,5,11,23,29,17,19,3,7,9,3,15
"24",8,21,30,21,17,12,1,13,15,7,30,1,1,20,15,8
"25",2,30,5,27,8,10,17,15,23,3,12,15,27,13,21,4
"26",16,1,20,11,7,4,19,19,4,1,26,22,8,18,28,18
"27",27,18,26,25,9,2,15,16,14,20,9,27,4,2,7,23
"28",22,20,11,5,24,18,20,27,13,6,29,21,29,3,12,9
"29",5,22,10,18,25,9,25,26,19,24,6,24,9,23,27,20
"30",15,25,19,28,26,19,2,4,24,29,3,13,18,4,13,17
