"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",25,26,25,8,8,9,6,6,23,10,14,21,19,27,4,21,25,28,8,19,17
"2",1,21,30,27,1,5,15,12,1,18,7,11,1,21,13,19,4,18,16,26,13
"3",20,30,16,18,20,21,13,10,30,19,1,1,30,8,15,28,13,15,3,29,24
"4",3,11,24,1,23,8,29,19,21,11,22,4,17,14,18,15,1,1,2,21,19
"5",4,27,20,20,24,17,22,18,25,24,20,27,8,7,6,11,23,24,21,23,3
"6",14,23,10,3,11,2,20,25,11,6,12,26,23,6,10,27,6,21,20,12,28
"7",21,28,6,22,4,22,28,4,12,16,21,29,15,26,14,13,9,2,24,6,21
"8",15,1,28,23,6,26,14,30,20,14,16,22,12,1,19,22,21,11,30,22,30
"9",2,3,4,7,22,24,8,11,6,13,17,28,29,15,12,20,22,17,10,2,6
"10",30,18,1,25,16,11,27,14,18,1,8,19,26,10,22,18,27,6,18,27,5
"11",28,4,15,14,30,6,18,8,2,23,29,16,18,3,2,25,17,4,25,18,15
"12",19,25,26,28,26,14,9,21,9,8,25,23,10,16,27,29,12,8,7,9,7
"13",22,2,12,17,5,1,16,17,29,5,18,2,5,22,11,8,20,7,11,11,1
"14",27,15,29,5,2,20,23,23,27,17,30,17,28,9,25,4,16,20,15,1,14
"15",12,10,13,30,3,30,30,20,13,22,11,14,16,17,1,30,30,22,1,15,11
"16",16,16,2,4,7,13,11,1,14,30,24,8,11,2,8,2,10,16,6,24,8
"17",23,12,17,6,25,23,21,3,8,9,19,9,4,20,29,17,28,23,19,25,27
"18",11,5,19,19,14,12,26,7,5,4,4,20,7,5,20,5,14,27,5,5,20
"19",13,24,27,12,28,27,25,13,15,7,3,5,20,25,9,1,19,13,29,13,9
"20",18,6,14,2,17,7,1,22,16,20,2,30,9,30,24,14,15,19,28,30,10
"21",10,22,5,13,19,10,24,28,19,26,28,12,3,29,16,23,24,14,9,4,25
"22",7,9,18,21,12,19,7,24,10,2,26,13,27,28,3,6,11,10,17,28,23
"23",17,17,23,24,15,3,2,16,7,29,23,3,25,13,17,12,29,29,27,7,22
"24",29,13,22,11,18,29,4,15,17,27,9,24,2,11,7,9,5,5,12,10,26
"25",5,29,9,10,9,18,5,26,3,15,6,6,14,4,30,10,26,3,14,14,16
"26",9,7,21,9,10,16,19,5,22,28,10,10,24,23,28,26,8,9,22,8,4
"27",6,14,8,29,29,4,12,2,26,21,13,25,21,19,26,3,18,12,13,17,29
"28",8,19,7,15,13,28,3,9,28,3,27,15,6,12,23,24,2,26,26,16,12
"29",24,20,11,16,21,25,17,29,4,25,15,18,22,24,21,7,3,30,4,20,2
"30",26,8,3,26,27,15,10,27,24,12,5,7,13,18,5,16,7,25,23,3,18
