"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",20,30,18,6,16,2,19,22
"2",24,26,10,24,7,9,9,28
"3",3,25,9,15,12,25,30,16
"4",30,23,20,16,30,15,12,25
"5",9,28,19,27,9,29,16,7
"6",26,10,8,14,27,4,17,6
"7",15,17,26,13,17,30,7,30
"8",23,2,13,10,19,20,28,26
"9",19,19,4,29,25,23,20,23
"10",10,3,25,7,24,13,10,3
"11",16,1,15,30,1,16,21,10
"12",28,13,17,21,15,24,1,2
"13",14,27,28,20,26,10,27,13
"14",4,8,11,26,28,18,6,14
"15",27,5,24,23,21,26,14,17
"16",12,18,12,17,4,1,13,1
"17",21,11,2,5,6,27,11,12
"18",11,14,14,3,29,28,23,19
"19",18,7,22,12,8,8,29,8
"20",29,16,5,8,3,12,26,18
"21",22,15,30,28,13,5,5,15
"22",25,21,27,2,11,19,22,5
"23",6,6,7,1,14,11,15,29
"24",8,12,21,25,22,3,25,27
"25",5,22,1,22,18,14,24,4
"26",13,4,3,19,10,7,3,21
"27",2,9,29,18,5,22,18,24
"28",1,20,16,4,20,6,8,11
"29",7,24,23,9,2,17,2,20
"30",17,29,6,11,23,21,4,9
