"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",11,27,15,26,20,24,3,18,14,9,29,21,21,28,3
"2",19,20,21,3,16,1,8,2,22,1,25,19,11,10,9
"3",14,29,29,18,25,4,14,22,4,3,18,5,19,15,28
"4",18,10,24,9,28,21,17,24,10,27,19,24,28,7,5
"5",1,1,20,25,30,12,21,1,12,14,14,9,14,21,6
"6",30,17,18,12,24,30,30,20,16,19,22,1,9,30,15
"7",27,26,6,16,21,6,23,6,17,16,9,27,16,2,1
"8",15,18,1,13,1,11,1,23,30,12,16,30,30,14,14
"9",9,14,30,8,7,28,11,30,21,13,7,13,15,25,2
"10",5,8,2,23,22,3,15,16,20,29,24,25,7,24,16
"11",20,2,7,21,11,26,4,25,3,15,23,16,12,3,24
"12",2,28,19,5,3,17,9,17,15,20,12,23,8,4,30
"13",22,21,5,4,18,10,22,29,13,23,27,12,23,22,27
"14",3,12,8,19,23,18,29,26,23,2,3,18,22,11,11
"15",28,3,16,11,5,2,16,21,25,25,5,7,20,9,19
"16",29,25,17,22,9,13,10,10,1,30,13,17,29,23,10
"17",6,23,3,7,15,27,18,9,5,8,6,8,27,8,17
"18",23,9,4,14,4,19,13,5,9,4,20,6,3,19,4
"19",4,11,25,15,12,7,5,8,24,17,21,3,26,27,23
"20",17,19,10,27,2,5,27,12,11,10,4,15,10,29,25
"21",24,6,28,30,8,15,25,15,18,7,26,10,25,5,13
"22",26,24,23,24,13,23,20,27,26,6,15,26,4,20,22
"23",8,16,12,28,17,9,7,28,8,22,11,2,5,6,8
"24",25,7,13,2,27,16,6,14,7,5,8,28,17,26,21
"25",7,15,22,17,6,25,28,4,6,24,28,29,18,13,20
"26",16,5,11,29,19,29,12,3,27,21,10,20,24,17,29
"27",21,22,27,20,26,20,2,7,19,26,2,11,6,12,18
"28",10,13,14,10,29,14,19,11,29,11,30,14,1,1,26
"29",12,4,26,6,14,8,24,19,2,18,1,22,2,18,12
"30",13,30,9,1,10,22,26,13,28,28,17,4,13,16,7
