"","V1","V2","V3","V4","V5","V6"
"1",5,3,1,4,4,1
"2",2,5,1,2,1,1
"3",4,4,4,5,2,1
"4",4,5,3,4,1,3
"5",1,1,3,4,2,2
"6",2,3,3,2,4,3
"7",2,4,3,1,3,1
"8",3,3,3,2,5,2
"9",2,2,1,1,5,4
"10",5,2,2,1,2,2
"11",3,5,5,2,2,4
"12",5,3,4,2,1,5
"13",2,4,5,4,5,5
"14",4,3,2,5,3,3
"15",4,2,5,4,3,5
"16",1,3,5,1,2,3
"17",4,1,1,3,1,3
"18",3,5,2,5,5,2
"19",3,1,4,1,1,4
"20",2,3,3,3,2,5
"21",1,1,2,2,3,5
"22",3,2,1,5,2,5
"23",5,4,4,1,5,3
"24",2,2,5,5,1,2
"25",4,1,5,2,4,1
"26",3,1,2,4,3,1
"27",5,1,3,5,5,4
"28",3,2,4,3,4,3
"29",1,5,4,5,4,4
"30",1,4,2,4,1,4
"31",4,5,2,1,4,5
"32",1,2,4,3,5,1
"33",5,4,1,3,3,4
"34",5,5,5,3,3,2
"35",1,4,1,3,4,2
