"","V1","V2","V3","V4"
"1",1,2,1,4
"2",5,3,2,1
"3",4,1,1,3
"4",4,3,5,4
"5",3,1,2,2
"6",1,4,2,4
"7",2,1,2,5
"8",4,3,1,5
"9",3,3,3,3
"10",5,4,4,3
"11",1,4,1,2
"12",4,1,3,1
"13",2,3,4,3
"14",2,5,5,2
"15",5,1,4,4
"16",4,4,5,5
"17",4,5,2,3
"18",3,2,4,5
"19",2,4,3,5
"20",2,5,2,1
"21",5,2,5,2
"22",5,4,1,2
"23",3,2,3,2
"24",3,3,3,3
"25",1,5,4,5
"26",5,5,3,4
"27",3,5,1,4
"28",2,2,1,1
"29",1,1,4,1
"30",5,2,2,5
"31",4,5,4,1
"32",2,1,5,4
"33",1,3,3,2
"34",3,4,5,1
"35",1,2,5,3
