"","V1","V2","V3","V4","V5"
"1",5,4,1,2,1
"2",3,4,5,1,2
"3",1,5,3,2,2
"4",5,5,4,4,1
"5",1,3,1,4,1
"6",4,1,3,4,5
"7",1,2,4,3,2
"8",5,4,4,5,4
"9",1,4,5,4,3
"10",3,2,2,2,1
"11",5,1,5,2,3
"12",5,2,3,1,4
"13",2,3,5,2,5
"14",2,1,1,1,2
"15",1,3,2,1,4
"16",4,5,2,1,3
"17",3,3,3,3,3
"18",4,4,1,2,5
"19",3,2,5,4,5
"20",2,4,3,5,3
"21",1,1,4,2,4
"22",4,2,1,5,3
"23",2,5,4,1,5
"24",2,1,5,5,1
"25",4,2,4,1,1
"26",3,5,2,5,2
"27",1,2,2,5,5
"28",4,5,5,3,4
"29",4,3,4,5,2
"30",5,3,2,3,5
"31",2,5,1,4,4
"32",3,1,1,3,4
"33",5,1,2,4,2
"34",3,3,3,3,3
"35",2,4,3,3,1
