"","V1","V2","V3","V4","V5","V6","V7"
"1",4,3,4,5,5,1,3
"2",2,2,1,4,2,1,5
"3",4,1,4,1,2,3,5
"4",4,1,2,4,4,2,4
"5",2,3,1,2,2,3,1
"6",2,5,4,2,1,5,2
"7",5,2,5,4,2,4,1
"8",2,5,2,5,4,3,1
"9",5,4,2,5,2,5,5
"10",4,4,3,3,5,5,1
"11",4,5,1,3,1,4,4
"12",5,5,3,4,3,2,2
"13",5,3,3,3,4,1,5
"14",4,3,2,1,3,5,2
"15",1,4,5,3,3,4,5
"16",5,5,4,1,4,4,3
"17",3,1,1,5,3,4,2
"18",1,5,2,2,3,1,4
"19",1,4,5,5,2,2,2
"20",1,2,2,1,1,4,3
"21",2,3,3,3,3,3,3
"22",3,4,4,4,1,1,3
"23",3,5,5,4,5,3,5
"24",1,1,3,5,1,3,4
"25",2,2,5,1,4,1,2
"26",3,4,3,1,2,2,1
"27",5,3,5,2,1,2,4
"28",1,1,4,3,5,2,1
"29",1,3,1,4,4,5,3
"30",3,1,5,2,3,5,3
"31",4,1,2,3,1,1,1
"32",5,2,1,2,5,3,2
"33",3,4,1,1,5,2,4
"34",3,2,4,5,4,5,4
"35",2,2,3,2,5,4,5
