"","V1","V2"
"1",25,25
"2",27,16
"3",21,14
"4",26,5
"5",17,12
"6",20,19
"7",18,27
"8",12,24
"9",23,21
"10",16,22
"11",22,2
"12",3,3
"13",2,23
"14",11,1
"15",15,4
"16",1,11
"17",24,10
"18",14,17
"19",5,8
"20",10,13
"21",8,6
"22",4,18
"23",7,15
"24",9,20
"25",19,7
"26",13,9
"27",6,26
