"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",13,12,16,7,7,12,14,13,14,4,17,14,18
"2",1,10,2,5,8,4,9,9,18,3,6,2,1
"3",18,8,1,18,9,17,1,17,9,9,18,4,11
"4",17,9,14,6,13,16,6,8,2,15,7,15,6
"5",14,4,6,13,15,2,7,11,13,8,5,13,14
"6",3,11,9,14,5,14,2,3,15,17,8,10,16
"7",11,14,8,4,14,9,3,6,4,6,13,3,15
"8",12,15,7,12,4,13,12,12,6,13,4,5,3
"9",2,13,18,17,18,8,15,10,1,10,1,9,12
"10",5,3,15,11,16,15,10,4,11,7,15,6,2
"11",6,7,3,8,2,7,11,7,7,14,16,16,13
"12",7,16,11,15,11,6,5,15,17,11,14,17,4
"13",15,17,17,1,1,3,8,1,12,12,10,7,10
"14",8,1,13,10,10,1,13,18,3,18,9,1,17
"15",9,18,5,9,12,18,18,2,10,1,2,18,9
"16",4,2,12,3,3,10,4,16,8,5,3,12,8
"17",10,6,4,2,17,11,17,14,16,16,11,8,7
"18",16,5,10,16,6,5,16,5,5,2,12,11,5
