"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,5,6,18,2,3,18,18,4
"2",6,14,8,4,8,4,4,2,8
"3",14,17,4,17,11,10,9,5,3
"4",9,11,3,6,5,12,15,11,5
"5",17,7,9,5,12,15,17,4,18
"6",13,16,14,8,14,2,16,14,10
"7",11,8,5,2,16,7,10,16,14
"8",10,18,18,1,1,14,1,7,13
"9",7,10,16,16,9,5,14,8,16
"10",15,9,15,14,7,16,5,17,7
"11",12,3,12,12,3,8,12,3,9
"12",16,2,2,9,6,1,6,9,15
"13",2,6,17,7,15,9,7,6,6
"14",18,12,11,11,18,6,2,10,1
"15",3,15,10,10,4,11,8,15,17
"16",4,13,1,13,17,17,13,1,12
"17",8,4,7,15,13,13,3,12,11
"18",5,1,13,3,10,18,11,13,2
