"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",9,12,16,11,4,21,3,2,8,21,16,9,10
"2",2,1,21,9,13,24,11,12,3,7,19,21,6
"3",8,19,15,8,21,17,20,14,17,5,15,16,18
"4",20,7,14,4,10,9,16,16,16,19,17,2,7
"5",5,21,12,21,8,5,17,7,5,16,11,15,4
"6",6,4,1,16,22,12,4,19,22,13,14,10,3
"7",21,20,2,23,7,23,12,13,23,24,20,12,17
"8",23,18,17,15,12,8,2,17,2,9,8,8,19
"9",4,15,9,2,9,13,1,4,20,11,24,24,23
"10",7,8,4,5,5,7,9,15,7,3,2,13,16
"11",16,14,19,1,18,1,15,1,24,6,4,11,5
"12",24,3,24,3,1,20,19,24,10,15,10,14,24
"13",15,6,18,17,6,15,13,8,19,12,7,19,14
"14",13,16,22,18,3,11,23,11,11,2,23,5,1
"15",10,11,20,20,16,2,8,20,13,17,21,17,21
"16",1,23,23,13,23,10,10,5,14,20,3,1,15
"17",12,9,13,24,24,16,24,18,1,23,1,23,8
"18",3,13,6,19,11,22,18,21,15,8,6,4,11
"19",17,5,11,22,19,19,7,6,6,4,13,3,22
"20",14,22,8,6,17,14,14,23,4,14,22,7,13
"21",18,24,10,12,2,3,6,22,18,1,12,22,9
"22",22,10,3,14,20,6,21,3,9,10,18,20,12
"23",19,17,5,7,15,18,5,10,12,18,5,18,2
"24",11,2,7,10,14,4,22,9,21,22,9,6,20
