"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",7,15,5,14,2,12,13,12,13,4,8,8
"2",14,10,7,4,1,8,6,2,12,13,2,9
"3",9,2,14,5,3,5,11,5,10,6,12,4
"4",6,13,6,2,11,6,5,6,5,5,10,14
"5",15,11,1,12,10,1,14,1,7,8,9,2
"6",2,9,11,6,8,14,15,7,15,10,14,15
"7",11,6,12,13,5,13,4,3,3,7,7,12
"8",4,5,3,11,6,4,3,10,11,12,11,10
"9",13,3,9,9,12,2,9,9,14,2,5,13
"10",8,1,8,1,9,15,2,15,9,15,6,1
"11",3,14,10,8,4,3,7,13,2,9,3,3
"12",12,7,2,3,7,10,8,11,1,1,15,5
"13",1,8,15,15,15,7,1,8,8,3,1,6
"14",5,4,4,7,13,11,12,4,4,11,4,7
"15",10,12,13,10,14,9,10,14,6,14,13,11
