"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",14,17,11,15,11,2,4,2
"2",9,7,10,7,12,17,14,18
"3",12,20,17,17,20,13,10,17
"4",11,2,19,9,7,20,5,6
"5",8,18,4,5,3,8,2,20
"6",19,16,18,8,14,7,13,10
"7",5,4,15,2,2,1,11,13
"8",10,9,3,16,6,6,12,9
"9",18,8,13,12,4,10,6,16
"10",2,3,7,18,13,12,3,11
"11",13,14,8,3,8,11,19,12
"12",17,13,6,19,1,18,15,4
"13",7,6,16,14,16,9,18,3
"14",15,10,14,1,17,16,1,8
"15",4,12,9,6,19,5,8,5
"16",16,1,5,10,18,3,17,15
"17",1,11,20,20,9,4,20,19
"18",6,15,2,13,15,19,7,14
"19",3,19,12,11,5,15,16,7
"20",20,5,1,4,10,14,9,1
