"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,7,7,9,12,6,16,4,5,5,4
"2",9,14,13,11,14,12,6,15,4,10,5
"3",6,8,1,18,18,7,1,17,7,15,14
"4",5,10,8,3,15,17,5,9,17,2,11
"5",18,17,2,10,1,14,3,1,11,3,3
"6",14,6,6,13,10,9,7,11,16,17,2
"7",10,12,18,1,8,1,18,18,18,8,1
"8",11,4,14,16,17,15,15,2,14,11,9
"9",4,15,5,14,6,11,14,13,13,7,13
"10",17,2,12,6,13,8,11,16,12,4,17
"11",8,1,9,17,2,2,10,12,2,1,8
"12",15,11,15,15,9,4,4,6,8,6,12
"13",1,18,17,12,11,18,12,7,1,18,18
"14",7,13,11,8,3,5,8,3,15,14,16
"15",12,5,3,2,7,13,9,5,3,9,15
"16",13,16,4,5,16,3,13,8,9,13,7
"17",16,9,10,7,4,16,17,14,6,16,10
"18",2,3,16,4,5,10,2,10,10,12,6
