"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",4,15,4,10,3,6,11,6,12,4,12,8,13,13,14
"2",7,12,7,4,9,1,5,7,13,15,13,5,5,1,4
"3",14,5,12,6,4,4,10,9,6,11,3,4,14,2,12
"4",5,4,6,12,6,3,3,14,5,6,4,12,7,15,5
"5",2,8,8,8,1,15,8,16,16,1,1,2,2,7,9
"6",10,6,2,9,13,5,16,12,15,13,7,15,6,6,15
"7",13,10,14,3,10,10,4,5,14,5,2,13,8,12,13
"8",16,16,1,1,8,7,9,15,1,9,9,1,9,10,1
"9",12,13,13,11,5,12,12,11,7,3,11,14,4,4,3
"10",9,3,3,15,11,11,2,2,8,2,10,3,10,3,11
"11",8,2,16,2,2,9,14,1,9,14,8,9,1,16,7
"12",1,1,11,7,16,8,1,8,10,8,16,16,16,8,2
"13",6,7,15,16,7,16,7,10,2,16,15,10,11,9,16
"14",15,9,9,13,15,2,15,3,3,7,14,7,3,11,10
"15",3,11,5,5,12,14,13,4,4,10,5,11,12,5,6
"16",11,14,10,14,14,13,6,13,11,12,6,6,15,14,8
