"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",12,19,16,6,26,9,19,7,9,22,25,9,7,6,10,21,24
"2",25,25,9,12,10,22,18,23,20,10,11,4,6,9,12,7,18
"3",13,4,12,23,11,19,11,6,18,5,23,7,25,13,24,22,8
"4",6,24,13,28,23,2,27,17,21,14,21,14,15,12,3,2,4
"5",4,10,24,8,8,4,8,24,6,18,12,5,13,10,22,17,3
"6",26,5,14,29,7,20,26,15,5,27,1,28,14,11,13,20,29
"7",14,3,3,21,18,12,23,25,3,19,15,11,1,19,26,3,22
"8",2,2,15,1,12,3,16,8,16,1,10,29,2,29,1,11,17
"9",15,1,29,14,29,29,15,19,13,29,29,1,21,1,15,1,12
"10",5,12,17,16,2,17,29,29,27,25,19,8,28,26,11,13,16
"11",9,17,7,25,14,26,9,20,11,23,8,16,9,27,7,25,11
"12",27,14,26,22,22,7,2,4,19,26,5,10,4,16,16,9,9
"13",11,18,23,26,13,10,20,21,26,3,4,17,23,4,20,10,26
"14",7,7,8,4,25,14,4,16,23,12,3,3,18,22,17,27,23
"15",24,6,6,10,20,11,13,11,28,20,13,19,22,3,6,14,7
"16",8,11,19,19,19,24,5,3,7,8,16,24,19,8,9,6,21
"17",28,20,28,17,15,13,22,10,1,2,17,2,17,24,8,26,1
"18",22,9,21,5,24,21,25,18,10,6,20,18,8,23,21,12,10
"19",3,26,27,11,21,23,24,12,17,21,9,22,24,15,25,23,19
"20",23,21,11,15,9,5,7,14,14,24,22,21,20,25,23,5,25
"21",10,16,4,9,6,25,21,5,25,17,28,27,11,20,19,8,2
"22",21,29,20,27,28,27,12,1,29,15,14,6,12,28,29,16,27
"23",18,23,22,3,5,18,10,9,4,16,2,12,26,18,4,4,13
"24",1,27,1,24,1,15,3,13,2,11,24,20,5,2,18,15,14
"25",16,28,10,18,27,6,17,28,8,9,6,26,27,21,14,19,5
"26",19,13,5,13,3,1,28,2,12,7,7,13,16,5,28,28,15
"27",17,22,18,2,16,16,6,27,24,28,18,25,3,7,27,29,6
"28",29,15,2,7,17,28,1,26,15,4,27,15,29,14,2,18,28
"29",20,8,25,20,4,8,14,22,22,13,26,23,10,17,5,24,20
