"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",16,25,8,13,20,16,9,4,6,10,3,28,18
"2",12,21,22,26,22,7,4,17,14,24,10,22,25
"3",14,13,7,8,14,29,25,9,12,25,22,21,9
"4",1,11,20,7,16,12,26,28,29,1,7,30,29
"5",18,15,30,23,24,22,23,27,1,23,4,11,6
"6",30,8,23,6,30,28,1,2,16,27,1,4,15
"7",6,14,25,17,10,25,13,8,22,13,5,17,23
"8",28,27,13,15,9,4,29,23,21,19,2,23,4
"9",25,4,6,18,23,21,5,26,19,3,21,20,22
"10",19,9,21,21,8,17,28,19,13,11,19,5,19
"11",24,22,18,11,19,27,20,21,27,8,13,13,14
"12",8,26,14,1,28,24,30,14,2,6,27,15,24
"13",5,7,17,25,17,26,8,22,8,16,25,27,3
"14",11,18,9,5,3,18,6,16,17,5,8,10,2
"15",4,23,29,22,1,1,22,3,15,4,20,25,13
"16",3,16,10,10,26,3,16,25,9,18,17,6,21
"17",13,3,26,14,21,8,18,11,20,7,29,2,5
"18",23,29,19,19,27,13,14,7,10,30,18,16,1
"19",21,20,24,9,6,11,3,29,4,14,28,19,10
"20",29,19,3,24,18,10,24,6,18,15,26,9,27
"21",27,1,27,4,11,19,19,13,7,20,14,24,26
"22",7,5,4,16,5,9,21,20,5,29,6,14,16
"23",22,17,11,27,2,23,17,15,25,28,30,29,20
"24",15,30,1,30,7,30,15,30,11,9,12,1,30
"25",10,2,12,29,25,15,27,1,26,17,11,18,11
"26",17,6,16,12,4,2,7,5,28,22,23,12,28
"27",26,12,15,28,13,5,10,10,3,2,9,7,12
"28",9,28,28,3,15,14,11,24,23,26,24,8,17
"29",2,24,5,20,12,20,2,12,30,21,16,3,8
"30",20,10,2,2,29,6,12,18,24,12,15,26,7
